datasetid,sitename,lon,lat,,,,,,,,,,,
918,GMM105,-114.16667,53.55,,,,,,,,,,,
919,GMM106,-117.9,52.7,,,,,,,,,,,
920,GMM107,-116.16667,52.45,,,,,,,,,,,
921,GMM108,-116.41667,51.66667,,,,,,,,,,,
922,GMM109,-115.33333,51.25,,,,,,,,,,,
923,GMM110,-115.1,51.06667,,,,,,,,,,,
924,GMM114,-114.25,49.56667,,,,,,,,,,,
925,GMM117,-110.71667,52.08333,,,,,,,,,,,
926,GMM118,-110.4,51.45,,,,,,,,,,,
927,GMM119,-112.16667,51.36667,,,,,,,,,,,
928,GMM120,-111.91667,50.58333,,,,,,,,,,,
929,GMM121,-111.08333,49.91667,,,,,,,,,,,
930,GMM122,-112.41667,49.8,,,,,,,,,,,
931,GMM123,-113.5,50.16667,,,,,,,,,,,
932,GMM124,-113,51,,,,,,,,,,,
933,GMM125,-113.83333,51.2,,,,,,,,,,,
934,GMM126,-114.16667,51.16667,,,,,,,,,,,
935,GMM127,-112.16667,50.61667,,,,,,,,,,,
936,Lake Springfield,-89.58,39.72,,,,,,,,,,,
937,Lake Bloomington,-88.93,40.65,,,,,,,,,,,
938,Lake Vermilion,-87.65,40.17,,,,,,,,,,,
939,Decatur Lake,-88.92,39.83,,,,,,,,,,,
940,Paradise Lake (US:Illinois),-88.43,39.42,,,,,,,,,,,
941,Centralia Lake,-89,38.57,,,,,,,,,,,
942,Crab Orchard Lake,-89.12,37.75,,,,,,,,,,,
943,Beaver Dam Lake,-89.97,39.22,,,,,,,,,,,
944,Site 110 (G.M. Peterson 1978),-90.22,39.95,,,,,,,,,,,
945,Jacksonville Lake,-90.22,39.67,,,,,,,,,,,
946,Lake Wee-ma-tuk,-90.17,40.55,,,,,,,,,,,
947,Lake Girardeau,-89.83,37.28,,,,,,,,,,,
948,Lake Wappapello,-90.35313,36.97055,,,,,,,,,,,
949,Site 115 (G.M. Peterson 1978),-91.67,36.75,,,,,,,,,,,
950,Norfolk Lake,-92.28,36.58,,,,,,,,,,,
951,McDaniel Lake,-93.3,37.3,,,,,,,,,,,
952,Lake Pomme de Terre,-93.33,37.88,,,,,,,,,,,
953,Lake of the Ozarks,-92.96597,38.16675,,,,,,,,,,,
954,Lake Nevin,-87.67,37.92,,,,,,,,,,,
955,Happy Hollow Lake,-88.85,37.67,,,,,,,,,,,
956,Site 123 (G.M. Peterson 1978),-85.73,37.55,,,,,,,,,,,
957,Site 126 (G.M. Peterson 1978),-85.72,37.22,,,,,,,,,,,
958,Site 127 (G.M. Peterson 1978),-85.95,37.15,,,,,,,,,,,
959,Site 128 (G.M. Peterson 1978),-86.1,37.15,,,,,,,,,,,
960,Site 129 (G.M. Peterson 1978),-86.83,36.78,,,,,,,,,,,
961,Site 130 (G.M. Peterson 1978),-87.22,37.32,,,,,,,,,,,
962,Site 131 (G.M. Peterson 1978),-87.47,37.35,,,,,,,,,,,
963,Site 132 (G.M. Peterson 1978),-87.53,37.8,,,,,,,,,,,
964,Site 133 (G.M. Peterson 1978),-87.58,37.6,,,,,,,,,,,
1014,Baker Lake (Cole 1969),-96.00572,64.32433,,,,,,,,,,,
1015,Repulse Bay (Cole 1969) [Naujaat],-86.23529,66.52364,,,,,,,,,,,
1016,Pelly Lake Airport,-101.08334,66.06667,,,,,,,,,,,
1017,Cullaton Lake Airport,-98.49204,61.31631,,,,,,,,,,,
3730,Choir Boy Lake,-94.03201,58.65967,,,,,,,,,,,
1019,Egg Lake (Cole 1069),-101.39832,54.35497,,,,,,,,,,,
1020,Raven Lake (Cole 1969),-91.27361,49.28218,,,,,,,,,,,
1021,Remi Lake (Cole 1969),-82.1688,49.42222,,,,,,,,,,,
1022,Klotz Lake (Cole 1969),-85.86885,49.79568,,,,,,,,,,,
3133,Hebron Lake,-63.03333,58.2,,,,,,,,,,,
3554,Tourbière de Lanoraie HENRI,-73.3,45.98889,,,,,,,,,,,
1034,Site 1 (Lamb 1982),-57.2,51.45,,,,,,,,,,,
1035,HFL02,-56.75,51.58333,,,,,,,,,,,
1036,HFL03,-57.23333,51.5,,,,,,,,,,,
1037,4 [HFL4],-56.66667,52.41667,,,,,,,,,,,
1038,5 [HFL5],-56.53333,52.45,,,,,,,,,,,
1039,6 [HFL6],-56.28333,52.55,,,,,,,,,,,
1040,7 [HFL7],-56.18333,52.6,,,,,,,,,,,
1041,8 [HFL8],-56.38333,52.73333,,,,,,,,,,,
1042,9 [HFL9],-56.66667,52.6,,,,,,,,,,,
1043,10 [HFL10],-56.7,52.86667,,,,,,,,,,,
1044,11 [HFL11],-57.03333,52.4,,,,,,,,,,,
1045,12 [HFL12],-57.36667,52.5,,,,,,,,,,,
1046,13 [HFL13],-57.43333,52.2,,,,,,,,,,,
1047,14 [HFL14],-57.71667,52.36667,,,,,,,,,,,
1048,15 [HFL15],-57.81667,52.58333,,,,,,,,,,,
1049,16 [HFL16],-57.83333,52.08333,,,,,,,,,,,
1050,17 [HFL17],-57.86667,52.08333,,,,,,,,,,,
1051,19 [HFL19],-57.45,52.13333,,,,,,,,,,,
1052,20 [HFL20],-57.55,52.2,,,,,,,,,,,
1053,21 [HFL21],-60.9,53.61667,,,,,,,,,,,
1054,22 [HFL22],-60.75,53.61667,,,,,,,,,,,
1055,23 [HFL23],-60.68333,53.63333,,,,,,,,,,,
1056,24 [HFL24],-60.61667,53.6,,,,,,,,,,,
1057,25 [HFL25],-60.31667,53.68333,,,,,,,,,,,
1058,26 [HFL26],-60.23333,53.71667,,,,,,,,,,,
1059,27 [HFL27],-60.15,54.71667,,,,,,,,,,,
1060,HFL28,-61.13333,54.3,,,,,,,,,,,
1061,29 [HFL29],-61.15,54.36667,,,,,,,,,,,
1062,30 [HFL30],-61.25,54.41667,,,,,,,,,,,
1063,HFL31,-61.28333,54.45,,,,,,,,,,,
1064,32 [HFL32],-61.2,54.46667,,,,,,,,,,,
1065,HFL33,-61.28333,54.56667,,,,,,,,,,,
1066,HFL34,-60.88333,54.3,,,,,,,,,,,
1067,HFL35,-62.73333,55.1,,,,,,,,,,,
1068,HFL36,-62.73333,55.2,,,,,,,,,,,
1069,37 [HFL37],-62.65,55.23333,,,,,,,,,,,
1070,38 [HFL38],-62.25,55.21667,,,,,,,,,,,
1071,39 [HFL39],-62.2,55.1,,,,,,,,,,,
1072,40 [HFL40],-62.45,54.88333,,,,,,,,,,,
1073,HFL41,-62.35,54.8,,,,,,,,,,,
1074,HFL42,-62.38333,54.81667,,,,,,,,,,,
1075,HFL43,-63.08333,57.13333,,,,,,,,,,,
1076,44 [HFL44],-63.16667,57.16667,,,,,,,,,,,
1077,HFL45,-63.13333,57.28333,,,,,,,,,,,
1078,HFL46,-62.8,57.33333,,,,,,,,,,,
1079,47 [HFL47],-62.86667,57.26667,,,,,,,,,,,
1080,HFL50,-64.53333,56.65,,,,,,,,,,,
1081,51 [HFL51],-64.5,56.65,,,,,,,,,,,
1082,52 [HFL52],-64.5,56.58333,,,,,,,,,,,
1083,HFL53,-64.25,56.36667,,,,,,,,,,,
1084,54 [HFL54],-63.95,56.28333,,,,,,,,,,,
1085,55 [HFL55],-64.18333,56.3,,,,,,,,,,,
1086,HFL56,-64.41667,56.16667,,,,,,,,,,,
1087,57 [HFL57],-62.65,55.03333,,,,,,,,,,,
1088,58 [HFL58],-62.73333,54.86667,,,,,,,,,,,
1089,59 [HFL59],-62.71667,54.9,,,,,,,,,,,
1090,60 [HFL60],-63.03333,54.76667,,,,,,,,,,,
1091,61 [HFL61],-63.25,54.86667,,,,,,,,,,,
1092,62 [HFL62],-63.11667,54.6,,,,,,,,,,,
1093,63 [HFL63],-63.03333,54.88333,,,,,,,,,,,
1094,HFL64,-63.11667,55.05,,,,,,,,,,,
1095,65 [HFL65],-63.2,55.13333,,,,,,,,,,,
1096,HFL66,-63.38333,55.4,,,,,,,,,,,
1097,Snow Lake,-63.88333,56.63333,,,,,,,,,,,
1098,HFL68,-62.91667,57.33333,,,,,,,,,,,
1099,69 [HFL69],-62.03333,55.45,,,,,,,,,,,
1100,HFL70,-62.66667,57.61667,,,,,,,,,,,
1101,HFL72,-62.88333,54.33333,,,,,,,,,,,
1102,HFL74,-61.11667,54.38333,,,,,,,,,,,
1112,Houston,-66.68115,54.72768,,,,,,,,,,,
1115,Site 1 (Delcourt 1978),-89.27,35.48,,,,,,,,,,,
1116,Site 2 (Delcourt 1978),-87.78,35.9,,,,,,,,,,,
1117,Site 3 (Delcourt 1978),-87.55,35.95,,,,,,,,,,,
1118,Site 4 (Delcourt 1978),-86.3,36.08,,,,,,,,,,,
1119,Site 5 (Delcourt 1978),-85.12,35.43,,,,,,,,,,,
1120,Site 6 (Delcourt 1978),-84.1,36.23,,,,,,,,,,,
1121,Site 7 (Delcourt 1978),-83.8,35.6,,,,,,,,,,,
1122,Site 8 (Delcourt 1978),-83.43,35.63,,,,,,,,,,,
1123,Site 9 (Delcourt 1978),-83.5,35.57,,,,,,,,,,,
1124,Site 10 (Delcourt 1978),-83.47,35.6,,,,,,,,,,,
1125,Site 11 (Delcourt 1978),-83.32,35.55,,,,,,,,,,,
1126,Site 12 (Delcourt 1978),-83.17,35.55,,,,,,,,,,,
1127,Site 13 (Delcourt 1978),-82.18,35.63,,,,,,,,,,,
1128,Site 14 (Delcourt 1978),-81.78,35.73,,,,,,,,,,,
1129,Site 15 (Delcourt 1978),-81.47,35.72,,,,,,,,,,,
1130,Site 16 (Delcourt 1978),-80.72,35.23,,,,,,,,,,,
1131,Site 17 (Delcourt 1978),-88.27,36.03,,,,,,,,,,,
1164,Lake of the Clouds,-71.31667,44.26667,,,,,,,,,,,
1165,Hermit Lake,-71.31667,44.26667,,,,,,,,,,,
1166,Dolly Sods,-79.6,39.1,,,,,,,,,,,
1167,Canaan Mountain,-79.6,39.1,,,,,,,,,,,
1168,Canaan Valley,-79.6,39.1,,,,,,,,,,,
1169,Swallow Falls,-79.4,39.65,,,,,,,,,,,
1172,Site 1 (Railton 1973),-64.32,44.57,,,,,,,,,,,
1173,Site 2 (Railton 1973),-66.08,43.88,,,,,,,,,,,
1174,Site 3 (Railton 1973),-66.07,44.12,,,,,,,,,,,
1175,Site 4 (Railton 1973),-65.78,44.1,,,,,,,,,,,
1176,Site 5 (Railton 1973),-65.45,44.82,,,,,,,,,,,
1177,Site 6 (Railton 1973),-65.32,44.72,,,,,,,,,,,
1178,Site 7 (Railton 1973),-65.03,44.73,,,,,,,,,,,
1179,Site 8 (Railton 1973),-64.8,44.48,,,,,,,,,,,
1180,Site 9 (Railton 1973),-63.67,44.55,,,,,,,,,,,
1181,Site 10 (Railton 1973),-63.57,44.48,,,,,,,,,,,
1182,Site 11 (Railton 1973),-60.32,45.93,,,,,,,,,,,
1183,Site 12 (Railton 1973),-62.53,44.92,,,,,,,,,,,
1184,Site 13 (Railton 1973),-62.88,45.12,,,,,,,,,,,
1185,Site 14 (Railton 1973),-63.55,45.38,,,,,,,,,,,
1186,Site 15 (Railton 1973),-62.43,45.37,,,,,,,,,,,
1187,Site 16 (Railton 1973),-63.67,45.8,,,,,,,,,,,
1188,Site 17 (Railton 1973),-63.93,45.55,,,,,,,,,,,
1189,Site 18 (Railton 1973),-64.47,45.4,,,,,,,,,,,
1190,Site 19 (Railton 1973),-62.62,45.67,,,,,,,,,,,
1191,Site 20 (Railton 1973),-61.83,45.62,,,,,,,,,,,
1192,Site 21 (Railton 1973),-62.13,45.57,,,,,,,,,,,
1193,Site 22 (Railton 1973),-61.12,45.87,,,,,,,,,,,
1194,Site 23 (Railton 1973),-60.92,46.17,,,,,,,,,,,
1195,Site 24 (Railton 1973),-60.97,46.27,,,,,,,,,,,
1196,Site 25 (Railton 1973),-60.68,46.38,,,,,,,,,,,
1197,Site 26 (Railton 1973),-53.03,47.35,,,,,,,,,,,
1198,Site 27 (Railton 1973),-53.33,47.43,,,,,,,,,,,
1199,Site 28 (Railton 1973),-53.93,47.73,,,,,,,,,,,
1200,Site 29 (Railton 1973),-54.33,47.92,,,,,,,,,,,
1201,Site 30 (Railton 1973),-55.7,48.95,,,,,,,,,,,
1202,Site 31 (Railton 1973),-54.97,49.03,,,,,,,,,,,
1203,Site 32 (Railton 1973),-56.08,49.15,,,,,,,,,,,
1204,Site 33 (Railton 1973),-57.58,49.38,,,,,,,,,,,
1205,Site 34 (Railton 1973),-57.77,49.93,,,,,,,,,,,
1206,Site 35 (Railton 1973),-57.6,50.22,,,,,,,,,,,
1207,Site 36 (Railton 1973),-57.27,50.73,,,,,,,,,,,
1208,Site 37 (Railton 1973),-55.63,51.33,,,,,,,,,,,
1209,Site 38 (Railton 1973),-58.18,48.67,,,,,,,,,,,
1210,Site 39 (Railton 1973),-58.55,48.33,,,,,,,,,,,
1211,"Site 3 (Ritchie, J.C. 1974)",-132.27,68.93,,,,,,,,,,,
1212,"Site 4 (Ritchie, J.C. 1974)",-131.77,69.03,,,,,,,,,,,
1213,"Site 5 (Ritchie, J.C. 1974)",-133.23,69.13,,,,,,,,,,,
1214,"Site 7 (Ritchie, J.C. 1974)",-132.92,69.28,,,,,,,,,,,
1215,"Site 8 (Ritchie, J.C. 1974)",-132.62,69.38,,,,,,,,,,,
1216,"Site 9 (Ritchie, J.C. 1974)",-132.85,69.43,,,,,,,,,,,
1217,"Site 11 (Ritchie, J.C. 1974)",-133.55,69.35,,,,,,,,,,,
1218,"Site 58 (Ritchie, J.C. 1974)",-133.53,63.53,,,,,,,,,,,
1219,"Site 23 (Ritchie, J.C. 1974)",-132.52,68.18,,,,,,,,,,,
1220,"Site 28 (Ritchie, J.C. 1974)",-133.72,68.22,,,,,,,,,,,
1221,"Site 42 (Ritchie, J.C. 1974)",-134.73,69.27,,,,,,,,,,,
1222,"Site 43 (Ritchie, J.C. 1974)",-134.57,69.33,,,,,,,,,,,
1223,"Site 45 (Ritchie, J.C. 1974)",-134.45,69.38,,,,,,,,,,,
1224,"Site 47 (Ritchie, J.C. 1974)",-134.42,69.57,,,,,,,,,,,
1225,"Site 49 (Ritchie, J.C. 1974)",-134.05,69.53,,,,,,,,,,,
1226,"Site 54 (Ritchie, J.C. 1974)",-132.38,68.42,,,,,,,,,,,
1227,"Site 6 (Ritchie, J.C. 1974)",-133.25,69.17,,,,,,,,,,,
1228,"Site 12 (Ritchie, J.C. 1974)",-133.75,69.28,,,,,,,,,,,
1229,"Site 36 (Ritchie, J.C. 1974)",-131.4,69.62,,,,,,,,,,,
1230,"Site 37 (Ritchie, J.C. 1974)",-131.57,69.6,,,,,,,,,,,
1231,"Site 44 (Ritchie, J.C. 1974)",-134.22,69.33,,,,,,,,,,,
1232,"Site 46 (Ritchie, J.C. 1974)",-134.43,69.48,,,,,,,,,,,
1233,"Site 50 (Ritchie, J.C. 1974)",-133.88,69.45,,,,,,,,,,,
1234,"Site 53 (Ritchie, J.C. 1974)",-132.47,68.32,,,,,,,,,,,
1235,"Site 59 (Ritchie, J.C. 1974)",-140.33,67.33,,,,,,,,,,,
1236,"Site 60 (Ritchie, J.C. 1974)",-138.28,68.32,,,,,,,,,,,
1237,"Site 13 (Ritchie, J.C. 1974)",-129.7,68.95,,,,,,,,,,,
1238,"Site 14 (Ritchie, J.C. 1974)",-129,69.07,,,,,,,,,,,
1239,"Site 15 (Ritchie, J.C. 1974)",-130.15,69.15,,,,,,,,,,,
1240,"Site 24 (Ritchie, J.C. 1974)",-131.63,68.2,,,,,,,,,,,
1241,"Site 61 (Ritchie, J.C. 1974)",-128.75,69.42,,,,,,,,,,,
1242,"Site 33 (Ritchie, J.C. 1974)",-129.38,69.68,,,,,,,,,,,
1243,"Site 35 (Ritchie, J.C. 1974)",-130.92,69.68,,,,,,,,,,,
1244,"Site 38 (Ritchie, J.C. 1974)",-131.58,69.37,,,,,,,,,,,
1245,"Site 55 (Ritchie, J.C. 1974)",-131.23,68.43,,,,,,,,,,,
1246,"Site 56 (Ritchie, J.C. 1974)",-130.9,68.53,,,,,,,,,,,
1247,"Site 57 (Ritchie, J.C. 1974)",-131.18,68.58,,,,,,,,,,,
1248,"Site 62 (Ritchie, J.C. 1974)",-130.28,68.98,,,,,,,,,,,
1249,"Site 29 (Ritchie, J.C. 1974)",-128.93,68.8,,,,,,,,,,,
1250,"Site 34 (Ritchie, J.C. 1974)",-129.97,69.58,,,,,,,,,,,
1251,"Site 63 (Ritchie, J.C. 1974)",-130.42,69.95,,,,,,,,,,,
1252,"Site 64 (Ritchie, J.C. 1974)",-135.7,66.03,,,,,,,,,,,
1253,"Site 65 (Ritchie, J.C. 1974)",-135.65,66.05,,,,,,,,,,,
3551,Saint-Jean Ile d'Orléans,-70.93278,46.93278,,,,,,,,,,,
1278,Bass Lake,-79.5,44.6,,,,,,,,,,,
1279,Cowan Lake,-80.33,43.3,,,,,,,,,,,
1280,Wilcox Lake,-79.43,43.95,,,,,,,,,,,
1281,Frair Lake,-79.47,46.45,,,,,,,,,,,
1282,Thinn Lake,-79.28,44.95,,,,,,,,,,,
1283,Lake Medad,-79.88,43.37,,,,,,,,,,,
1284,JHMN01 (McAndrews and Wright 1969),-113.65,48.8,,,,,,,,,,,
1285,JHMN02 (McAndrews and Wright 1969),-113.56667,48.83333,,,,,,,,,,,
1286,JHMN03 (McAndrews and Wright 1969),-113.45,48.85,,,,,,,,,,,
1287,JHMN04 (McAndrews and Wright 1969),-113.36667,48.83333,,,,,,,,,,,
1288,JHMN05 (McAndrews and Wright 1969),-113.3,48.85,,,,,,,,,,,
1289,JHMN06 (McAndrews and Wright 1969),-113.25,48.85,,,,,,,,,,,
1290,JHMN07 (McAndrews and Wright 1969),-113.16667,48.76667,,,,,,,,,,,
1291,JHMN08 (McAndrews and Wright 1969),-113.11667,48.71667,,,,,,,,,,,
1292,JHMN09 (McAndrews and Wright 1969),-113.11667,48.55,,,,,,,,,,,
1293,JHMN10 (McAndrews and Wright 1969),-113.01667,48.61667,,,,,,,,,,,
1294,JHMN11 (McAndrews and Wright 1969),-112.96667,48.53333,,,,,,,,,,,
1295,JHMN12 (McAndrews and Wright 1969),-112.75,48.58333,,,,,,,,,,,
1296,JHMN13 (McAndrews and Wright 1969),-112.18333,48.73333,,,,,,,,,,,
1297,JHMN14 (McAndrews and Wright 1969),-111.91667,48.75,,,,,,,,,,,
1298,JHMN15 (McAndrews and Wright 1969),-111.7,48.75,,,,,,,,,,,
1299,JHMN16 (McAndrews and Wright 1969),-111.41667,48.75,,,,,,,,,,,
1300,JHMN17 (McAndrews and Wright 1969),-111.26667,48.88333,,,,,,,,,,,
1301,JHMN18 (McAndrews and Wright 1969),-111.11667,48.91667,,,,,,,,,,,
1302,JHMN19 (McAndrews and Wright 1969),-111.03333,48.88333,,,,,,,,,,,
1303,JHMN20 (McAndrews and Wright 1969),-110.98333,48.95,,,,,,,,,,,
1304,JHMN21 (McAndrews and Wright 1969),-110.88333,48.88333,,,,,,,,,,,
1305,JHMN22 (McAndrews and Wright 1969),-110.5,48.88333,,,,,,,,,,,
1306,JHMN23 (McAndrews and Wright 1969),-110.11667,48.8,,,,,,,,,,,
1307,JHMN24 (McAndrews and Wright 1969),-109.86667,48.9,,,,,,,,,,,
1308,JHMN25 (McAndrews and Wright 1969),-109.61667,48.75,,,,,,,,,,,
1309,JHMN26 (McAndrews and Wright 1969),-108.95,48.86667,,,,,,,,,,,
1310,JHMN27 (McAndrews and Wright 1969),-108.66667,48.86667,,,,,,,,,,,
1311,JHMN28 (McAndrews and Wright 1969),-108.46667,48.86667,,,,,,,,,,,
1312,JHMN29 (McAndrews and Wright 1969),-108.13333,48.91667,,,,,,,,,,,
1313,JHMN30 (McAndrews and Wright 1969),-107.78333,48.83333,,,,,,,,,,,
1314,JHMN31 (McAndrews and Wright 1969),-107.58333,48.75,,,,,,,,,,,
1315,JHMN32 (McAndrews and Wright 1969),-107.28333,48.73333,,,,,,,,,,,
1316,JHMN33 (McAndrews and Wright 1969),-107.08333,48.8,,,,,,,,,,,
1317,JHMN34 (McAndrews and Wright 1969),-106.8,48.88333,,,,,,,,,,,
1318,JHMN35 (McAndrews and Wright 1969),-106.53333,48.88333,,,,,,,,,,,
1319,JHMN36 (McAndrews and Wright 1969),-106.23333,48.86667,,,,,,,,,,,
1320,JHMN37 (McAndrews and Wright 1969),-103.16667,47.8,,,,,,,,,,,
1321,JHMN38 (McAndrews and Wright 1969),-102.7,47.96667,,,,,,,,,,,
1322,JHMN39 (McAndrews and Wright 1969),-102.03333,47.96667,,,,,,,,,,,
1323,JHMN40 (McAndrews and Wright 1969),-101.73333,47.96667,,,,,,,,,,,
1324,JHMN41 (McAndrews and Wright 1969),-101.21667,47.96667,,,,,,,,,,,
1325,JHMN42,-111.12,48.92,,,,,,,,,,,
1326,JHMS06 (McAndrews and Wright 1969),-109.51667,42.31667,,,,,,,,,,,
1327,JHMS07 (McAndrews and Wright 1969),-109.03333,42.3,,,,,,,,,,,
1328,JHMS08 (McAndrews and Wright 1969),-108.86667,42.45,,,,,,,,,,,
1329,JHMS09 (McAndrews and Wright 1969),-108.71667,42.55,,,,,,,,,,,
1330,JHMS10 (McAndrews and Wright 1969),-108.5,42.95,,,,,,,,,,,
1331,JHMS11 (McAndrews and Wright 1969),-108.11667,43.36667,,,,,,,,,,,
1332,JHMS12 (McAndrews and Wright 1969),-108.18333,43.46667,,,,,,,,,,,
1333,JHMS13 (McAndrews and Wright 1969),-108.11667,43.8,,,,,,,,,,,
1334,JHMS14 (McAndrews and Wright 1969),-107.53333,44.01667,,,,,,,,,,,
1335,JHMS15 (McAndrews and Wright 1969),-107.25,44.16667,,,,,,,,,,,
1336,JHMS16 (McAndrews and Wright 1969),-107.13333,44.16667,,,,,,,,,,,
1337,JHMS17 (McAndrews and Wright 1969),-106.93333,44.31667,,,,,,,,,,,
1338,JHMS18 (McAndrews and Wright 1969),-106.73333,44.33333,,,,,,,,,,,
1339,JHMS19 (McAndrews and Wright 1969),-105.53333,44.28333,,,,,,,,,,,
1340,JHMS20 (McAndrews and Wright 1969),-105.16667,44.26667,,,,,,,,,,,
1341,JHMS21 (McAndrews and Wright 1969),-104.91667,44.3,,,,,,,,,,,
1342,JHMS22 (McAndrews and Wright 1969),-104.18333,44.53333,,,,,,,,,,,
1343,JHMS23 (McAndrews and Wright 1969),-103.71667,44.33333,,,,,,,,,,,
1344,JHMS24 (McAndrews and Wright 1969),-103.41667,44.41667,,,,,,,,,,,
1345,JHMS25 (McAndrews and Wright 1969),-102.85,44.51667,,,,,,,,,,,
1346,JHMS26 (McAndrews and Wright 1696),-102.45,44.58333,,,,,,,,,,,
1347,JHMS27 (McAndrews and Wright 1969),-102.06667,44.66667,,,,,,,,,,,
1349,JHMS28 (McAndrews and Wright 1969),-102,45.03333,,,,,,,,,,,
1350,JHMS29 (McAndrews and Wright 1969),-101.2,45,,,,,,,,,,,
1351,JHMS30 (McAndrews and Wright 1969),-100.35,45.06667,,,,,,,,,,,
1352,JHMS31 (McAndrews and Wright 1969),-99.33333,45.03333,,,,,,,,,,,
1354,JHMS32 (McAndrews and Wright 1969),-98.75,44.9,,,,,,,,,,,
1355,JHMS33 (McAndrews and Wright 1969),-97.46667,44.88333,,,,,,,,,,,
1356,Site 1 (Jensen 1998),-80.35306,26.35889,,,,,,,,,,,
1357,Site 2 (Jensen 1998),-80.36611,26.35917,,,,,,,,,,,
1358,Site 3 (Jensen 1998),-80.34583,26.35444,,,,,,,,,,,
1359,Site 4 (Jensen 1998),-80.34,26.35139,,,,,,,,,,,
1360,Site 5 (Jensen 1998),-80.30778,26.35278,,,,,,,,,,,
3146,Site 6 (Jensen 1998),-80.33306,26.26139,,,,,,,,,,,
1362,Site 7 (Jensen 1998),-80.32444,26.275,,,,,,,,,,,
1363,Site 8 (Jensen 1998),-80.31472,26.30694,,,,,,,,,,,
1364,Site 9 (Jensen 1998),-80.31361,26.31361,,,,,,,,,,,
1365,Site 10 (Jensen 1998),-80.30639,26.33611,,,,,,,,,,,
1366,Site 11 (Jensen 1998),-80.30361,26.34306,,,,,,,,,,,
1367,Site 12 (Jensen 1998),-80.32,26.34806,,,,,,,,,,,
3148,Site 13 (Jensen 1998),-80.33833,26.34167,,,,,,,,,,,
1369,Site 14 (Jensen 1998),-80.37917,26.28944,,,,,,,,,,,
1370,Site 15 (Jensen 1998),-80.38639,26.30222,,,,,,,,,,,
1371,Site 16 (Jensen 1998),-80.38528,26.3125,,,,,,,,,,,
1372,Site 17 (Jensen 1998),-80.36889,26.325,,,,,,,,,,,
1373,Site 18 (Jensen 1998),-80.33694,26.34056,,,,,,,,,,,
1374,Site 19 (Jensen 1998),-80.36583,26.33306,,,,,,,,,,,
1375,Site 20 (Jensen 1998),-80.35778,26.30778,,,,,,,,,,,
1376,Site 21 (Jensen 1998),-80.35667,26.27639,,,,,,,,,,,
1377,Site 22 (Jensen 1998),-80.35583,26.29639,,,,,,,,,,,
1378,Site 23 (Jensen 1998),-80.36861,26.30611,,,,,,,,,,,
1379,Site 24 (Jensen 1998),-80.38889,26.25056,,,,,,,,,,,
1380,Site 25 (Jensen 1998),-80.37278,26.31278,,,,,,,,,,,
1381,Site 26 (Jensen 1998),-80.37861,26.32611,,,,,,,,,,,
1382,Site 27 (Jensen 1998),-80.37778,26.33361,,,,,,,,,,,
1383,Site 28 (Jensen 1998),-80.37778,26.35889,,,,,,,,,,,
1384,Site 29 (Jensen 1998),-80.30417,26.33111,,,,,,,,,,,
1385,Site 30 (Jensen 1998),-80.32639,26.32056,,,,,,,,,,,
1386,Site 31 (Jensen 1998),-80.34278,26.31111,,,,,,,,,,,
3804,Jones Lake,-84.5925,44.78417,,,,,,,,,,,
3155,Nueltin Lake Site 1,-99.85,60.03,,,,,,,,,,,
3161,Nueltin Lake Site 2,-99.72722,60.17,,,,,,,,,,,
3174,Nueltin Lake Site 3,-99.7,60.35,,,,,,,,,,,
1401,Nueltin Lake Site 4,-99.63,60.43,,,,,,,,,,,
1402,Nueltin Lake Site 5,-99.4,60.57,,,,,,,,,,,
3209,Nueltin Lake Site 6,-99.33,60.67,,,,,,,,,,,
1404,Nueltin Lake Site 7,-99.2,60.8,,,,,,,,,,,
3226,Nueltin Lake Site 8,-99,60.83,,,,,,,,,,,
1406,Nueltin Lake Site 9,-99.63,60.85,,,,,,,,,,,
3263,Ennadai Lake Site 3,-100.88,61.13,,,,,,,,,,,
1408,Ennadai Lake Site 4,-99.73,62.03,,,,,,,,,,,
3283,Yathkyed Lake Site 1,-98.38,62.77,,,,,,,,,,,
3291,Yathkyed Lake Site 2,-97.75,63.28,,,,,,,,,,,
3299,Yathkyed Lake Site 3,-97.62,63.7,,,,,,,,,,,
3314,Yathkyed Lake Site 4,-96.5,63.98,,,,,,,,,,,
1413,Baker Lake (Nichols Site 17),-96.00932,64.31503,,,,,,,,,,,
3323,Baker Lake Site 2,-95.37,64.7,,,,,,,,,,,
3330,Baker Lake Site 3,-95,65.28,,,,,,,,,,,
1416,Esker (CA:Nunavut),-92.38,66.22,,,,,,,,,,,
1417,Sand,-91.37,66.9,,,,,,,,,,,
1418,Pelly Bay,-89.83,68.53,,,,,,,,,,,
3360,Keith Bay,-88.17,68.33,,,,,,,,,,,
3366,Makar Inlet,-85.67,68.3,,,,,,,,,,,
3374,Sarcpa Lake,-83.25,68.53,,,,,,,,,,,
1422,Hall Beach,-81.25,68.78,,,,,,,,,,,
3390,Longstaff Bluff,-75.13,68.92,,,,,,,,,,,
1424,Dewar Lakes,-71.17,68.62,,,,,,,,,,,
1425,Cape Christian,-68.33,70.5,,,,,,,,,,,
1426,Eskimo Point,-94.08,61.1,,,,,,,,,,,
1427,Mistake Bay,-92.75,62.13,,,,,,,,,,,
3435,Rankin Inlet,-91.83,62.83,,,,,,,,,,,
1429,Chesterfield Inlet,-90.75,63.33,,,,,,,,,,,
