datasetid,sitename,lon,lat,,,,,,,,,,,
2409,HR 022 [South Fork Bonanza Creek],-150.66667,66.63333,,,,,,,,,,,
2410,HR 024,-150.7,66.75,,,,,,,,,,,
2411,HR 025,-150.7,66.76667,,,,,,,,,,,
3634,HR 026 [Prospect Climate Station],-150.71667,66.8,,,,,,,,,,,
3637,HR 028,-150.5,66.9,,,,,,,,,,,
2414,HR 030 [Grayling Lake],-150.41667,66.95,,,,,,,,,,,
2415,HR 032,-150.33333,67.01667,,,,,,,,,,,
3643,HR 034,-150.36667,67.06667,,,,,,,,,,,
2417,HR 036,-150.33333,67.01667,,,,,,,,,,,
3646,HR 038 [Coldfoot Climate Station],-150.16667,67.26667,,,,,,,,,,,
3648,HR 043,-150.08333,67.45,,,,,,,,,,,
3649,HR 044,-149.43333,67.46667,,,,,,,,,,,
3651,HR 045,-149.36667,67.48333,,,,,,,,,,,
3652,HR 046,-149.83333,67.53333,,,,,,,,,,,
3654,HR 047,-149.73333,67.55083,,,,,,,,,,,
2424,HR 048,-149.78333,67.6,,,,,,,,,,,
2425,HR 049,-149.75,67.61667,,,,,,,,,,,
2426,HR 050 [Dietrich Climate Station],-149.73333,67.06667,,,,,,,,,,,
3660,HR 051,-149.25,67.71667,,,,,,,,,,,
2428,HR 052,-149.28333,67.76667,,,,,,,,,,,
3664,HR 053,-149.83333,67.8,,,,,,,,,,,
2430,HR 054 [Timberline Climate Station],-149.83333,67.91667,,,,,,,,,,,
3667,HR 055,-149.83333,67.93333,,,,,,,,,,,
2432,HR 056,-149.8,67.95,,,,,,,,,,,
2433,HR 057 [Table Mountain SC.],-149.61667,67.98333,,,,,,,,,,,
3673,HR 058,-149.75,68,,,,,,,,,,,
2435,HR 059,-149.73333,68.01667,,,,,,,,,,,
2436,HR 060 [Chandler Camp],-149.58333,68.08333,,,,,,,,,,,
2437,HR 061,-149.55,68.1,,,,,,,,,,,
2438,HR 066,-149.33333,68.35,,,,,,,,,,,
2439,HR 067,-149.33333,68.36667,,,,,,,,,,,
3680,HR 068,-149.33333,68.38333,,,,,,,,,,,
2441,HR 069 [Pump Station 4],-149.38333,68.41667,,,,,,,,,,,
2442,HR 070 [Atigun Gorge],-149.33333,68.43333,,,,,,,,,,,
2443,HR 071 [Galbraith Climate Station],-149.46667,68.45,,,,,,,,,,,
2444,HR 072,-149.51667,68.475,,,,,,,,,,,
2445,HR 073,-149.53333,68.55833,,,,,,,,,,,
2446,HR 074 [Toolik Lake Climate Station],-149.6,68.6325,,,,,,,,,,,
2447,HR 075,-149.5,68.63333,,,,,,,,,,,
2448,HR 076 [Kuparuk River],-149.41667,68.63333,,,,,,,,,,,
2449,HR 077,-149.33333,68.65,,,,,,,,,,,
3689,HR 078 [Toolik River Climate Station],-149.16667,68.06667,,,,,,,,,,,
3690,HR 079,-149.06667,68.7,,,,,,,,,,,
3691,HR 080,-149.98333,68.71667,,,,,,,,,,,
2453,HR 082,-149.86667,68.81667,,,,,,,,,,,
2454,HR 084,-149.88333,68.89167,,,,,,,,,,,
3693,HR 086,-149.86667,68.96667,,,,,,,,,,,
2456,HR 087,-149.86667,69.025,,,,,,,,,,,
2457,HR 088,-148.01667,69.05,,,,,,,,,,,
2458,HR 090 [Happy Valley Climate Station],-148.9,69.14917,,,,,,,,,,,
2459,HR 092,-148.84167,69.18333,,,,,,,,,,,
2460,HR 111,-148.66667,70.01667,,,,,,,,,,,
2461,HR 112,-148.58333,70.05833,,,,,,,,,,,
2462,HR 113,-148.5,70.09167,,,,,,,,,,,
2463,HR 114,-148.45,70.13333,,,,,,,,,,,
2464,HR 115,-148.45,70.18333,,,,,,,,,,,
2465,HR 116,-148.36667,70.225,,,,,,,,,,,
3701,HR 118 [Prudhoe Pad F Climate Station],-148.91667,70.35,,,,,,,,,,,
2467,HR 120,-148.58333,70.38333,,,,,,,,,,,
2477,Station 1 (Lichti-Federovich and Ritchie 1968),-96.17,64.33,,,,,,,,,,,
2478,Station 2 (Lichti-Federovich and Ritchie 1968),-97,64,,,,,,,,,,,
2479,Station 3 (Lichti-Federovich and Ritchie 1968),-65,63.05,,,,,,,,,,,
2480,Station 4 (Lichti-Federovich and Ritchie 1968),-98,63.83,,,,,,,,,,,
2481,Station 5 (Lichti-Federovich and Ritchie 1968),-99,63.75,,,,,,,,,,,
2482,Station 6 (Lichti-Federovich and Ritchie 1968),-93.75,62.75,,,,,,,,,,,
2483,Station 7 (Lichti-Federovich and Ritchie 1968),-100,63,,,,,,,,,,,
2484,Station 8 (Lichti-Federovich and Ritchie 1968),-94.92,61.83,,,,,,,,,,,
2485,Station 9 (Lichti-Federovich and Ritchie 1968),-97.17,62.05,,,,,,,,,,,
2486,Station 10 (Lichti-Federovich and Ritchie 1968),-97,62.33,,,,,,,,,,,
2487,Station 11 (Lichti-Federovich and Ritchie 1968),-96.6,61.83,,,,,,,,,,,
2488,Station 12 (Lichti-Federovich and Ritchie 1968),-96,61.2,,,,,,,,,,,
2489,Station 13 (Lichti-Federovich and Ritchie 1968),-96,60.05,,,,,,,,,,,
2490,Station 14 (Lichti-Federovich and Ritchie 1968),-95.33,59.83,,,,,,,,,,,
2491,Station 15 (Lichti-Federovich and Ritchie 1968),-96,59.92,,,,,,,,,,,
2492,Station 16 (Lichti-Federovich and Ritchie 1968),-95.92,59.75,,,,,,,,,,,
2493,Station 17 (Lichti-Federovich and Ritchie 1968),-97,61,,,,,,,,,,,
2494,Station 18 (Lichti-Federovich and Ritchie 1968),-100.08,61.05,,,,,,,,,,,
2495,Station 19 (Lichti-Federovich and Ritchie 1968),-99.33,61.05,,,,,,,,,,,
2496,Station 20 (Lichti-Federovich and Ritchie 1968),-97.83,60.05,,,,,,,,,,,
2497,Station 21 (Lichti-Federovich and Ritchie 1968),-100.67,60.83,,,,,,,,,,,
2498,Station 22 (Lichti-Federovich and Ritchie 1968),-98.83,60.33,,,,,,,,,,,
2499,Station 25 (Lichti-Federovich and Ritchie 1968),-97.17,59.33,,,,,,,,,,,
2500,Station 26 (Lichti-Federovich and Ritchie 1968),-98,59.17,,,,,,,,,,,
2501,Station 27 (Lichti-Federovich and Ritchie 1968),-96.42,59.25,,,,,,,,,,,
2502,Station 28 (Lichti-Federovich and Ritchie 1968),-98.92,59.17,,,,,,,,,,,
2503,Station 29 (Lichti-Federovich and Ritchie 1968),-96.17,58.33,,,,,,,,,,,
2504,Station 30 (Lichti-Federovich and Ritchie 1968),-97.17,58.25,,,,,,,,,,,
2505,Station 31 (Lichti-Federovich and Ritchie 1968),-98.17,58.17,,,,,,,,,,,
2506,Station 32 (Lichti-Federovich and Ritchie 1968),-99.17,58.42,,,,,,,,,,,
2507,Station 33 (Lichti-Federovich and Ritchie 1968),-99.83,59.08,,,,,,,,,,,
2508,Station 34 (Lichti-Federovich and Ritchie 1968),-101.08,59.67,,,,,,,,,,,
2509,Station 35 (Lichti-Federovich and Ritchie 1968),-101.17,59.05,,,,,,,,,,,
2510,Station 36 (Lichti-Federovich and Ritchie 1968),-101.17,58.83,,,,,,,,,,,
2511,Station 37 (Lichti-Federovich and Ritchie 1968),-100,58.75,,,,,,,,,,,
2512,Station 38 (Lichti-Federovich and Ritchie 1968),-100.25,58.67,,,,,,,,,,,
2513,Station 39 (Lichti-Federovich and Ritchie 1968),-96.67,55,,,,,,,,,,,
3732,Stations 40-43 (Lichti-Federovich and Ritchie 1968),-105.67,55.75,,,,,,,,,,,
3735,Stations 44-47 (Lichti-Federovich and Ritchie 1968),-105,55.75,,,,,,,,,,,
2516,Station 48 (Lichti-Federovich and Ritchie 1968),-103.05,56.05,,,,,,,,,,,
2517,Stations 49-55 (Lichti-Federovich and Ritchie 1968),-103.05,54.9,,,,,,,,,,,
3744,Stations 56-61 (Lichti-Federovich and Ritchie 1968),-102,55,,,,,,,,,,,
2519,Stations 62-65 (Lichti-Federovich and Ritchie 1968),-95.08,51.25,,,,,,,,,,,
3752,Stations 66-69 (Lichti-Federovich and Ritchie 1968),-95.17,50.83,,,,,,,,,,,
3756,Stations 70-76 (Lichti-Federovich and Ritchie 1968),-103.05,53.75,,,,,,,,,,,
3761,Stations 77-81 (Lichti-Federovich and Ritchie 1968),-102.67,53.75,,,,,,,,,,,
2523,Stations 82-83 (Lichti-Federovich and Ritchie 1968),-104.83,54.33,,,,,,,,,,,
2524,Station 84 (Lichti-Federovich and Ritchie 1968),-108,53.33,,,,,,,,,,,
2525,Stations 85-86 (Lichti-Federovich and Ritchie 1968),-101.08,51.83,,,,,,,,,,,
3767,Stations 87-88 (Lichti-Federovich and Ritchie 1968),-101.17,51.05,,,,,,,,,,,
2527,Katherine Lake,-99.89525,50.658,,,,,,,,,,,
2528,Moon Lake,-100.045,50.8839,,,,,,,,,,,
2529,F Lake,-99.95205,50.7346,,,,,,,,,,,
2530,Station 94 (Lichti-Federovich and Ritchie 1968),-107.05,54.67,,,,,,,,,,,
2531,Marchand Lake,-96.3763,49.4335,,,,,,,,,,,
2532,Stations 96-97 (Lichti-Federovich and Ritchie 1968),-104.05,50.83,,,,,,,,,,,
2533,Station 98 (Lichti-Federovich and Ritchie 1968),-104.17,50.75,,,,,,,,,,,
2534,Station 99 (Lichti-Federovich and Ritchie 1968),-101,50.42,,,,,,,,,,,
2535,Oak Lake,-100.75095,49.6761,,,,,,,,,,,
2536,Lake Clementi,-99.94635,49.71045,,,,,,,,,,,
2537,Lloyds Lake [W. Lake],-99.67675,49.5077,,,,,,,,,,,
2538,Breaults Lake [V. Lake],-99.2865,49.3955,,,,,,,,,,,
2539,North Shoal Lake,-97.65225,50.48905,,,,,,,,,,,
2540,Station 105 (Lichti-Federovich and Ritchie 1968),-102.67,50.17,,,,,,,,,,,
2541,Peace Lake,-100.05,49.02,,,,,,,,,,,
2542,Bower Lake,-100.07285,49.05525,,,,,,,,,,,
2543,Max Lake,-100.14225,49.06195,,,,,,,,,,,
2544,Station 109 (Lichti-Federovich and Ritchie 1968),-105.05,50.05,,,,,,,,,,,
2545,Station 110 (Lichti-Federovich and Ritchie 1968),-105.05,51.17,,,,,,,,,,,
2546,Station 111 (Lichti-Federovich and Ritchie 1968),-96,57.17,,,,,,,,,,,
2547,Station 112 (Lichti-Federovich and Ritchie 1968),-97.83,57.25,,,,,,,,,,,
2548,Station 113 (Lichti-Federovich and Ritchie 1968),-96.92,56.67,,,,,,,,,,,
2549,Station 114 (Lichti-Federovich and Ritchie 1968),-97,56.33,,,,,,,,,,,
2550,Station 115 (Lichti-Federovich and Ritchie 1968),-98,56,,,,,,,,,,,
2551,Station 116 (Lichti-Federovich and Ritchie 1968),-97.8,55,,,,,,,,,,,
2552,Station 117 (Lichti-Federovich and Ritchie 1968),-96,55,,,,,,,,,,,
2553,Station 118 (Lichti-Federovich and Ritchie 1968),-96.33,54.83,,,,,,,,,,,
2554,Station 119 (Lichti-Federovich and Ritchie 1968),-95,54.83,,,,,,,,,,,
2555,Station 120 (Lichti-Federovich and Ritchie 1968),-94.33,54.67,,,,,,,,,,,
2556,Station 121 (Lichti-Federovich and Ritchie 1968),-98.33,55,,,,,,,,,,,
2557,Station 122 (Lichti-Federovich and Ritchie 1968),-98.67,55.05,,,,,,,,,,,
2558,Station 123 (Lichti-Federovich and Ritchie 1968),-96.05,54.67,,,,,,,,,,,
2559,Station 124 (Lichti-Federovich and Ritchie 1968),-96.33,54.33,,,,,,,,,,,
2560,Station 125 (Lichti-Federovich and Ritchie 1968),-96.33,54.17,,,,,,,,,,,
2561,Station 126 (Lichti-Federovich and Ritchie 1968),-95.9,54.33,,,,,,,,,,,
2562,Station 127 (Lichti-Federovich and Ritchie 1968),-98.33,55.92,,,,,,,,,,,
2563,Station 128 (Lichti-Federovich and Ritchie 1968),-98.83,56,,,,,,,,,,,
2564,Station 129 (Lichti-Federovich and Ritchie 1968),-100.25,56.75,,,,,,,,,,,
2565,Station 130 (Lichti-Federovich and Ritchie 1968),-100.83,57,,,,,,,,,,,
2566,Station 131 (Lichti-Federovich and Ritchie 1968),-101.33,56.83,,,,,,,,,,,
2567,Baker Lake (Ritchie &  Lichti-Federovich Station 10),-96.02887,64.31986,,,,,,,,,,,
2568,Yellowknife,-114.36667,62.45,,,,,,,,,,,
2569,Norman Wells,-126.85,65.28333,,,,,,,,,,,
2570,Fort Resolution,-113.68333,61.18333,,,,,,,,,,,
2571,Coppermine,-115.1,67.81667,,,,,,,,,,,
2572,Inuvik,-113.71667,68.35,,,,,,,,,,,
2573,Fort Simpson,-121.33333,61.86667,,,,,,,,,,,
2574,Hay River,-115.73333,60.85,,,,,,,,,,,
2575,Fort Smith,-111.88333,60,,,,,,,,,,,
2675,Marinuka,-91.34639,44.08306,,,,,,,,,,,
2676,Merrick State Park,-91.74806,44.15167,,,,,,,,,,,
2677,Haeusser Farm Pond,-91.7,44.2,,,,,,,,,,,
2678,Bugle,-91.41972,44.35833,,,,,,,,,,,
2679,Strum,-91.39222,44.55472,,,,,,,,,,,
2680,Dead,-92.04583,44.58056,,,,,,,,,,,
2681,Silver Birch,-92.02722,44.59806,,,,,,,,,,,
2682,Thompson (US:Wisconsin),-91.98667,44.63444,,,,,,,,,,,
2683,Eau Galle,-92,44.7,,,,,,,,,,,
2684,Altoona,-91.44333,44.81944,,,,,,,,,,,
2685,Menomin,-91.92889,44.88389,,,,,,,,,,,
2686,Tainter,-91.88917,44.93556,,,,,,,,,,,
2687,Pike,-91.07861,45.07917,,,,,,,,,,,
2688,Cornell,-91.33694,45.11833,,,,,,,,,,,
2689,Marsh Miller,-91.39278,45.14111,,,,,,,,,,,
2690,Friendly Pond,-92,45.2,,,,,,,,,,,
2691,Island,-91.4,45.3,,,,,,,,,,,
2692,Amacoy Lake,-91.31399,45.39809,,,,,,,,,,,
2693,Bass (WI1),-91.4925,45.42472,,,,,,,,,,,
2694,Park,-91.1,45.5,,,,,,,,,,,
2695,Tomahawk,-89.7,45.8,,,,,,,,,,,
2696,Trout,-89.67056,46.04306,,,,,,,,,,,
2697,Sparkling,-89.69944,46.01,,,,,,,,,,,
2698,Weber,-89.7,46,,,,,,,,,,,
2699,Helmet,-89.7,46,,,,,,,,,,,
2700,Little St. Germain,-89.5,45.9,,,,,,,,,,,
2701,South Twin,-89.13,46.05111,,,,,,,,,,,
2702,Kentuck,-89,46,,,,,,,,,,,
2703,Emily,-88.28333,45.87472,,,,,,,,,,,
2704,North (WI1),-88.2,45.9,,,,,,,,,,,
2705,Ellwood,-88.14194,45.85778,,,,,,,,,,,
2706,West Bass,-88.335,45.77778,,,,,,,,,,,
2707,Hilbert,-88.4,45.7,,,,,,,,,,,
2708,Pine (WI1),-89,45.7,,,,,,,,,,,
2709,Clear,-89.35361,45.61639,,,,,,,,,,,
2710,Scattered Rice,-88.68333,45.57306,,,,,,,,,,,
2711,Bishop,-89.01389,45.48806,,,,,,,,,,,
2712,Rolling Stone,-88.94639,45.43417,,,,,,,,,,,
2713,Enterprise,-89.24139,45.45528,,,,,,,,,,,
2714,Duck,-89.25083,45.38278,,,,,,,,,,,
2715,Mueller,-88.91417,45.16,,,,,,,,,,,
2716,Vejo,-88.52139,45.04389,,,,,,,,,,,
2717,Meyer,-89.07444,45.05139,,,,,,,,,,,
2718,Kolpack,-88.98944,45.17917,,,,,,,,,,,
2719,Norrie,-89.26333,44.88472,,,,,,,,,,,
2720,Berry Lake,-88.47944,44.88833,,,,,,,,,,,
2721,White Clay,-88.40417,44.80139,,,,,,,,,,,
2722,Kroening,-88.87111,44.80472,,,,,,,,,,,
2723,Bog Pond (WI),-88.9,44.8,,,,,,,,,,,
2724,Pine (WI2),-88.65778,44.68611,,,,,,,,,,,
2725,Twin,-88.98944,44.56722,,,,,,,,,,,
2726,North (WI2),-89.1,44.6,,,,,,,,,,,
2727,School Section,-88.92944,44.54972,,,,,,,,,,,
2728,White,-88.93111,44.36583,,,,,,,,,,,
2729,Partridge Crop,-88.86139,44.34889,,,,,,,,,,,
2730,Silver,-89.37083,44.34917,,,,,,,,,,,
2731,Stratton,-89.18139,44.29167,,,,,,,,,,,
2732,Wayside Pond,-89.3,44.1,,,,,,,,,,,
2733,Tuttle,-89.29111,43.93083,,,,,,,,,,,
2734,Fox,-88.91972,43.55917,,,,,,,,,,,
2736,Farm Pond,-90,43.1,,,,,,,,,,,
2737,Montfort,-90.43306,42.97167,,,,,,,,,,,
2738,Cox Hollow,-90.10556,43.01306,,,,,,,,,,,
2739,Raemisch Farm Pond,-90,43,,,,,,,,,,,
2740,Stewart,-89.8,43,,,,,,,,,,,
2741,Weedy Farm Pond,-89.7,43.1,,,,,,,,,,,
2742,Mendota,-89.4,43.1,,,,,,,,,,,
2743,Harriet,-89.44833,42.92639,,,,,,,,,,,
2744,Kegonsa,-89.3,43,,,,,,,,,,,
2745,Bass (WI2),-89.25722,42.88583,,,,,,,,,,,
2746,Gibbs,-89.18028,42.78278,,,,,,,,,,,
2747,Koshkonong,-89,42.9,,,,,,,,,,,
2748,Ripley,-88.99194,43.00139,,,,,,,,,,,
2749,Rock,-88.93167,43.08139,,,,,,,,,,,
2750,Lancaster Lake,-84.01667,45.62,,,,,,,,,,,
2751,Carpenter Lake,-84.73,45.3,,,,,,,,,,,
2752,Weber Lake,-83.95,45.28,,,,,,,,,,,
2753,Lost Lake (MI),-83.96571,45.29369,,,,,,,,,,,
2754,Esau Lake,-85.28,45.18,,,,,,,,,,,
2755,One Lake,-84.7,45.05,,,,,,,,,,,
2756,Gaylanta Lake,-84.3,44.98,,,,,,,,,,,
2757,Jackson Lake,-84.31667,45.08,,,,,,,,,,,
2758,Beaver Lake,-83.8,44.93,,,,,,,,,,,
2759,South Twin Lake,-85.72,44.75,,,,,,,,,,,
2760,East Lake (MI),-85.15611,44.63667,,,,,,,,,,,
2761,Shupac Lake,-84.48,44.82,,,,,,,,,,,
2762,South Perry Lake,-84.1,44.73,,,,,,,,,,,
2763,Brownlee Lake,-83.4,44.68,,,,,,,,,,,
2764,Healy Lake,-86,44.43,,,,,,,,,,,
2765,Crystal Lake (MI),-85.97,44.2,,,,,,,,,,,
2766,Round Lake (North Michigan),-85.33,44.32,,,,,,,,,,,
2767,Higgins Lake,-84.7,44.43,,,,,,,,,,,
2768,Rifle Lake,-84.48,44.25,,,,,,,,,,,
2769,Hackert Lake [Crystal Lake],-83.97,44.42,,,,,,,,,,,
2770,North Lake,-86.32,43.98,,,,,,,,,,,
2771,Wells Lake,-85.83,43.85,,,,,,,,,,,
2772,Budd Lake,-85.42,44,,,,,,,,,,,
2773,Clear Lake,-84.9416,43.89337,,,,,,,,,,,
2774,Bently Lake,-84.18,44,,,,,,,,,,,
2775,Rush Lake,-83.17,43.98,,,,,,,,,,,
2776,Woodland Lake,-85.87,43.7,,,,,,,,,,,
2777,Clear Lake (MI),-85.39333,43.67858,,,,,,,,,,,
2778,Littlefield Lake,-84.95,43.77,,,,,,,,,,,
2779,Salsuesha Lake,-84.73,43.62,,,,,,,,,,,
2780,Topico Marsh,-84.83,43.47,,,,,,,,,,,
2781,Half Moon Lake,-83.93,43.73,,,,,,,,,,,
2782,Watcheer Pond,-83.82,43.05,,,,,,,,,,,
2783,Duck Lake,-86.08,43.35,,,,,,,,,,,
2784,Crockery Lake,-85.85,43.17,,,,,,,,,,,
2785,Lincoln Lake,-85.35,43.27,,,,,,,,,,,
2786,Holland Lake,-85.05,43.23,,,,,,,,,,,
2787,Otter Lake,-83.47,43.22,,,,,,,,,,,
2788,Shay Lake,-83.25,43.38,,,,,,,,,,,
2789,Long Lake,-85.12,43.12,,,,,,,,,,,
2790,Campau Lake,-85.47,42.83,,,,,,,,,,,
2791,Mullenkin Lake,-84.88,42.8,,,,,,,,,,,
2792,Round Lake,-84.45,42.88,,,,,,,,,,,
2793,Bryam Lake,-83.8,42.8,,,,,,,,,,,
2794,Hutchin's Lake,-86.13,42.58,,,,,,,,,,,
2795,Guernsey Lake,-85.42,42.55,,,,,,,,,,,
2796,Narrow Lake,-84.78,42.45,,,,,,,,,,,
2797,Taylor Lake,-84.7,42.58,,,,,,,,,,,
2798,Blind Lake,-83.98,42.37,,,,,,,,,,,
2799,Pickerel Lake,-84.02,42.43,,,,,,,,,,,
2800,Whitmore Lake,-83.75,42.45,,,,,,,,,,,
2801,Murray Lake,-83.61667,42.33,,,,,,,,,,,
2802,Sodon Lake,-83.3,42.58,,,,,,,,,,,
2803,Rush Lake (West Michigan),-86.2,42.23,,,,,,,,,,,
2804,Crooked Lake,-85.52,42.32,,,,,,,,,,,
2805,Pleasant Lake,-85.12,42.18,,,,,,,,,,,
2806,Lyon Lake,-84.42,42.18,,,,,,,,,,,
2807,Lee Lake,-86.18,42.08,,,,,,,,,,,
2808,Hayck Lake,-85.7,41.95,,,,,,,,,,,
2809,Vandercook Lake,-84.98,41.8,,,,,,,,,,,
2810,Round Lake (South Michigan),-84.28,41.95,,,,,,,,,,,
2878,McCracken's Pond,-84.83,43.17,,,,,,,,,,,
2914,Boriak Bog Surface Sample 1,-97.12,30.35,,,,,,,,,,,
2915,Boriak Bog Surface Sample 2,-96.98,30.25,,,,,,,,,,,
2916,Boriak Bog Surface Sample 3,-97.1,30.22,,,,,,,,,,,
2917,Boriak Bog Surface Sample 4,-97.33,30.17,,,,,,,,,,,
2918,Boriak Bog Surface Sample 5,-97.25,30.1,,,,,,,,,,,
2928,Mud Lake stand C,-81.86432,29.30025,,,,,,,,,,,
2929,Mud Lake stand D,-81.85135,29.29815,,,,,,,,,,,
2930,Mud Lake stand E,-81.85403,29.29127,,,,,,,,,,,
2931,Mud Lake stand F,-81.85511,29.29778,,,,,,,,,,,
2932,Silver Springs stand G,-82.01189,29.20125,,,,,,,,,,,
2933,Torreya State Park stand H,-84.94656,30.55558,,,,,,,,,,,
2934,Torreya State Park stand I,-84.95768,30.56989,,,,,,,,,,,
2935,Torreya State Park stand J,-84.90121,30.54367,,,,,,,,,,,
2936,White Pond,-80.77616,34.16759,,,,,,,,,,,
2937,Rose 1a (Watts and Wright 1966),-101.42,43,,,,,,,,,,,
2938,Rose 1b (Watts and Wright 1966),-101.42,43,,,,,,,,,,,
2939,Rose 2 (Watts and Wright 1966),-102,42.83,,,,,,,,,,,
2940,Rose 3 (Watts and Wright 1966),-102.33,42.75,,,,,,,,,,,
2941,Rose 4 (Watts and Wright 1966),-103.83,42.75,,,,,,,,,,,
2942,Rose 5 (Watts and Wright 1966),-104.33,42.75,,,,,,,,,,,
2963,Site 62-1 (Riegel 1965),-81.13,25.265,,,,,,,,,,,
2964,Site 62-2 (Riegel 1965),-81.16667,25.23833,,,,,,,,,,,
2965,Site 62-3 (Riegel 1965),-81.17,25.26,,,,,,,,,,,
2966,Site 62-5 (Riegel 1965),-81.15,25.305,,,,,,,,,,,
2967,Site 62-6 (Riegel 1965),-81.1285,25.27667,,,,,,,,,,,
2968,Site 62-7 (Riegel 1965),-81.16167,25.28333,,,,,,,,,,,
3856,Site SR-1 (Riegel 1965),-81.15667,25.32,,,,,,,,,,,
2970,Site 62-10 (Riegel 1965),-81.11667,25.35167,,,,,,,,,,,
2971,Site 62-11 (Riegel 1965),-81.12,25.32,,,,,,,,,,,
2972,Site 62-12 (Riegel 1965),-81.17,25.50333,,,,,,,,,,,
2973,Site 62-13 (Riegel 1965),-81.14833,25.455,,,,,,,,,,,
2974,Site 62-14 (Riegel 1965),-81.12833,25.41667,,,,,,,,,,,
2975,Site 62-15 (Riegel 1965),-81.085,25.35167,,,,,,,,,,,
2976,Site 62-17 (Riegel 1965),-81.11667,25.395,,,,,,,,,,,
2977,Site 62-18 (Riegel 1965),-81.14667,25.395,,,,,,,,,,,
2978,Site 62-19 (Riegel 1965),-81.19,25.49167,,,,,,,,,,,
2979,Site 62-20 (Riegel 1965),-81.15667,25.44333,,,,,,,,,,,
2980,Site 62-21 (Riegel 1965),-81.22667,25.56167,,,,,,,,,,,
2981,Site 62-22 (Riegel 1965),-81.185,25.57,,,,,,,,,,,
2982,Site 64-21 (Riegel 1965),-80.99167,25.36333,,,,,,,,,,,
2983,Site 64-33 (Riegel 1965),-81.04,25.14333,,,,,,,,,,,
2984,Site 62-23 (Riegel 1965),-80.825,25.47167,,,,,,,,,,,
2985,Site 62-24 (Riegel 1965),-80.85,25.47167,,,,,,,,,,,
2986,Site 62-34 (Riegel 1965),-80.80189,25.32274,,,,,,,,,,,
2987,Site sl.tr 1 (Riegel 1965),-80.75,25.64,,,,,,,,,,,
2988,Site sl.tr 2 (Riegel 1965),-80.7297,25.62908,,,,,,,,,,,
2989,Site sl.tr 3 (Riegel 1965),-80.72,25.62,,,,,,,,,,,
2990,Site sl.tr 4 (Riegel 1965),-80.69938,25.60953,,,,,,,,,,,
2991,Site 64-4 (Riegel 1965),-81.01667,25.66333,,,,,,,,,,,
2992,Site TI-1 (Riegel 1965),-81.15,25.42167,,,,,,,,,,,
2993,Site 64-10 (Riegel 1965),-80.75833,25.60167,,,,,,,,,,,
2994,Site 64-9 (Riegel 1965),-80.97564,25.59533,,,,,,,,,,,
2995,Site 64-7 (Riegel 1965),-80.77026,25.65019,,,,,,,,,,,
2996,Site 64-14 (Riegel 1965),-80.92988,25.50923,,,,,,,,,,,
2997,Site 64-15 (Riegel 1965),-80.81667,25.51833,,,,,,,,,,,
2998,Site 64-16 (Riegel 1965),-80.79167,25.56667,,,,,,,,,,,
2999,Site 64-16A (Riegel 1965),-80.76667,25.525,,,,,,,,,,,
3000,Site 62-35 (Riegel 1965),-80.80283,25.38083,,,,,,,,,,,
3001,Joe River Transect,-81.00759,25.21656,,,,,,,,,,,
3002,Site SR-2 (Riegel 1965),-81.13667,25.32833,,,,,,,,,,,
3003,Site SR-3 (Riegel 1965),-81.11667,25.33167,,,,,,,,,,,
3004,Site SR-4 (Riegel 1965),-81.1,25.34167,,,,,,,,,,,
3005,Site SR-5 (Riegel 1965),-81.08167,25.35167,,,,,,,,,,,
3006,Site SR-6 (Riegel 1965),-81.06667,25.36,,,,,,,,,,,
3007,Site SR-7 (Riegel 1965),-81.045,25.37167,,,,,,,,,,,
3008,Site SR-9 (Riegel 1965),-81.11667,25.35333,,,,,,,,,,,
3009,Site SR-10 (Riegel 1965),-81.095,25.36167,,,,,,,,,,,
3010,Site SR-13 (Riegel 1965),-81.03167,25.37833,,,,,,,,,,,
3011,Site SR-14 (Riegel 1965),-81.01333,25.38833,,,,,,,,,,,
3012,Site SR-15 (Riegel 1965),-80.99667,25.39167,,,,,,,,,,,
3013,Site SR-16 (Riegel 1965),-80.97833,25.38833,,,,,,,,,,,
3014,Site SR-17 (Riegel 1965),-80.96833,25.405,,,,,,,,,,,
3015,Site SR-18 (Riegel 1965),-81.01,25.40333,,,,,,,,,,,
3016,Site SR-19 (Riegel 1965),-81.00167,25.41833,,,,,,,,,,,
3017,Site SR-20 (Riegel 1965),-80.98167,25.41333,,,,,,,,,,,
3018,Site SR-21 (Riegel 1965),-80.96167,25.41333,,,,,,,,,,,
3019,Site SR-22 (Riegel 1965),-80.94167,25.42167,,,,,,,,,,,
3020,Site SR-23 (Riegel 1965),-80.92167,25.42833,,,,,,,,,,,
3021,Site SR-24 (Riegel 1965),-80.90833,25.43833,,,,,,,,,,,
3022,Site SR-25 (Riegel 1965),-80.88833,25.45,,,,,,,,,,,
3023,Site SR-26 (Riegel 1965),-80.87667,25.45667,,,,,,,,,,,
3024,Site SR-28 (Riegel 1965),-80.96167,25.43333,,,,,,,,,,,
3025,Site SR-29 (Riegel 1965),-80.95167,25.44,,,,,,,,,,,
3026,Site SR-30 (Riegel 1965),-80.90832,25.44594,,,,,,,,,,,
3027,Site 64-18 (Riegel 1965),-80.92339,25.44372,,,,,,,,,,,
3857,Woody Cove Section,-59.36667,47.86167,,,,,,,,,,,
10401,Yellow Dog Pond,-87.94245,46.75493,,,,,,,,,,,
