"","Time","MAT5180","MAT 86-15","WAPLS 51-80","WAPLS 86-15","WA5180","WA 86-15"
"51",11641,15.642055816,16.105833606,12.8892609710962,13.4602879769261,12.8892609711087,13.4602879769381
"52",11733,17.234500304,17.749389188,12.737846342724,13.3108866850396,12.7378463427363,13.3108866850513
"53",11826,17.088611398,17.519778068,12.6005158293996,13.1740695023644,12.6005158294116,13.1740695023759
"54",11915,17.16400029,17.612611406,12.7430093264048,13.3203221341638,12.7430093264171,13.3203221341755
"55",12013,18.255111424,18.650833628,12.0182223174626,12.6066367823739,12.0182223174737,12.6066367823845
"56",12175,18.153666984,18.5461114,12.3062015913403,12.8918084173361,12.3062015913519,12.8918084173471
"57",12372,18.793500322,19.204833638,12.4438848636909,13.0317770431353,12.4438848637027,13.0317770431466
"58",12522,17.607222526,17.949555844,12.0552319158604,12.6482791925055,12.0552319158716,12.6482791925162
"59",12623,14.4121669072,14.900111365,13.6463427258205,14.2074303962614,13.6463427258342,14.2074303962745
"60",12700,14.075111351,14.5506669102,13.5651628631698,14.1332751901355,13.5651628631834,14.1332751901484
"61",12768,10.2722779654,10.8552779462,13.898980895552,14.4624732459935,13.8989808955663,14.462473246007
"62",12803,15.328055788,15.76555583,14.0827571293095,14.640635613096,14.082757129324,14.6406356131098
"63",12838,16.987778072,17.376944732,13.3506341380999,13.9184895164836,13.3506341381132,13.9184895164963
"64",12909,15.647000262,16.059555828,13.185289507616,13.7469539882208,13.1852895076291,13.7469539882332
"65",13014,16.01683361,16.439444728,13.8887077690305,14.4513801837961,13.8887077690446,14.4513801838096
"66",13174,16.081833602,16.488611384,13.9076048877501,14.4529528403682,13.9076048877643,14.4529528403817
"67",13349,16.877055834,17.264166958,13.3702584501127,13.9323061465534,13.370258450126,13.9323061465661
"68",13508,14.6260002418,15.1113335992,13.2785481035555,13.8410470978453,13.2785481035687,13.8410470978578
"69",13700,17.257166958,17.663833624,11.5001018782922,12.098783740966,11.5001018783024,12.0987837409758
"70",13918,16.753000282,17.154222516,13.1211162643282,13.6809524150261,13.1211162643412,13.6809524150384
"71",14148,16.397389162,16.817555842,13.0792060803726,13.6438212899741,13.0792060803855,13.6438212899863
"72",14394,16.869833606,17.237444734,13.5809762109615,14.139059066183,13.5809762109752,14.139059066196
"73",14644,15.44283359,15.861222484,12.6714361759184,13.2317253890008,12.6714361759306,13.2317253890123
"74",14851,16.03450026,16.430278048,12.5864712894614,13.15704968788,12.5864712894734,13.1570496878914
"75",15010,17.939833642,18.382611412,11.6362265396988,12.2219483314084,11.6362265397093,12.2219483314184
"76",15316,16.624389164,17.031611388,11.2650543116185,11.8556042487815,11.2650543116284,11.8556042487909
"77",15570,20.299778128,20.755222548,10.3658543817095,10.9853629242614,10.3658543817179,10.9853629242695
"78",15852,15.871944724,16.372944726,12.8588729648067,13.4196429753749,12.8588729648192,13.4196429753867
"79",16138,16.858722512,17.300111394,12.0740737130902,12.6373439415915,12.0740737131014,12.6373439416021
"80",16408,15.372778034,15.847389156,13.8249288750957,14.3604873192948,13.8249288751098,14.3604873193082
"81",16689,14.1526113552,14.6238335784,14.2029665684681,14.7512966097531,14.2029665684828,14.751296609767
"82",16978,15.331833578,15.780889164,14.4179044730427,14.9694386841247,14.4179044730578,14.969438684139
"83",17244,12.5266113284,13.0641668854,13.5328069115549,14.1015088200491,13.5328069115685,14.101508820062
"84",17494,15.51438913,15.949500274,14.1770742895907,14.7324961476789,14.1770742896054,14.7324961476928
"85",17746,8.7871668268,9.4325001374,13.7058108475711,14.2764090993845,13.705810847585,14.2764090993977
"86",18001,15.520444694,15.956666932,13.1568135853637,13.7283304338866,13.1568135853767,13.728330433899
"87",18268,14.0760002352,14.5643335724,13.5536649187534,14.1222089441606,13.553664918767,14.1222089441735
"88",18529,10.598444626,11.1886668488,14.1169441203607,14.6788328765829,14.1169441203753,14.6788328765967
"89",18862,9.129833509,9.7666668344,14.4334001747961,14.9891723768276,14.4334001748112,14.9891723768419
"90",19303,16.365778062,16.807000262,12.2120883639125,12.7952689587685,12.2120883639239,12.7952689587794
"91",19578,17.30788918,17.721278068,12.511587499246,13.0986641455429,12.5115874992579,13.0986641455543
"92",19790,16.464389172,16.931278046,12.1692190288653,12.7503957561602,12.1692190288767,12.750395756171
"93",19999,18.363500296,18.797944744,13.0512381616979,13.6349677693734,13.0512381617107,13.6349677693856
"94",20183,16.283666936,16.71388917,13.2749851261866,13.8419777998451,13.2749851261997,13.8419777998577
"95",20320,15.62600025,16.075166934,13.7750282635044,14.3435649634591,13.7750282635184,14.3435649634724
"96",20427,15.215611354,15.668944716,13.7814008701678,14.3407770759522,13.7814008701818,14.3407770759655
"97",20535,14.648944668,15.099278038,13.5619752624183,14.1197388975678,13.561975262432,14.1197388975807
"98",20643,13.5053335312,13.9666669006,13.5732120799463,14.139440579987,13.5732120799599,14.13944058
"99",21090,13.5053335312,13.9666669006,13.5328970945022,14.0989432653501,13.5328970945158,14.0989432653631
"100",21292,15.5690558,16.017500268,13.4552166557372,13.9989517385777,13.4552166557507,13.9989517385904
"101",21398,14.893944676,15.363444704,13.6937984165816,14.2427301286839,13.6937984165955,14.2427301286971
"102",21503,14.739833554,15.185500258,13.7342469467869,14.2936390729738,13.7342469468009,14.293639072987
"103",21720,15.58833357,16.001611384,14.0165265878221,14.5765285413354,14.0165265878365,14.5765285413491
"104",21927,11.0438335256,11.6149446324,13.6201668567956,14.19597900532,13.6201668568093,14.195979005333
"105",22128,17.023222502,17.441444734,12.9524793310866,13.5307586739334,12.9524793310993,13.5307586739455
"106",22423,18.28455587,18.711889192,12.5090799083988,13.0887346904741,12.5090799084107,13.0887346904855
"107",22859,18.239000308,18.619111418,11.6584113400638,12.2579543848969,11.6584113400743,12.257954384907
"108",23324,20.921222572,21.426278112,12.5325012867677,13.1250485720656,12.5325012867797,13.125048572077
"109",23440,18.025833636,18.404889192,12.2536347428108,12.8482177444208,12.2536347428223,12.8482177444318
"110",23560,17.99561142,18.420500298,11.271337012737,11.8773947080432,11.2713370127469,11.8773947080526
"111",23682,18.116833646,18.498111412,11.1575931322742,11.7593238353549,11.1575931322839,11.7593238353641
"112",24362,16.511944726,16.934333608,11.0068072444288,11.612237078214,11.0068072444382,11.6122370782231
"113",24700,17.700722528,18.099722516,11.5268613281429,12.1282948239236,11.5268613281532,12.1282948239335
"114",25033,17.99561142,18.420500298,11.4956571055087,12.0959099472071,11.4956571055189,12.0959099472169
"115",25396,17.443055854,17.832166958,10.6939142784454,11.3026764946379,10.6939142784543,11.3026764946465
"116",25753,18.494500316,18.969833638,12.0654173188413,12.6632073700781,12.0654173188525,12.6632073700888
"117",26071,18.426278058,18.846166966,13.4608578636385,14.0445072720503,13.460857863652,14.0445072720631
"118",26360,8.8632779416,9.497222388,14.6106962240201,15.1803885753248,14.6106962240355,15.1803885753394
"119",26652,17.126611388,17.54961139,13.3936367637369,13.967211413065,13.3936367637503,13.9672114130777
"120",26916,12.4700002066,13.0909446498,14.7037004727323,15.284179970491,14.7037004727478,15.2841799705058
"121",27179,18.398778054,18.798833634,14.2210867625035,14.7760648077126,14.2210867625183,14.7760648077266
"122",27400,16.3687780152,16.8307224846,12.7907167846339,13.3736937233229,12.7907167846463,13.3736937233347
"123",27594,12.6542224214,13.1791668914,14.2880977176051,14.8663663834565,14.2880977176199,14.8663663834706
"124",27982,16.637389148,17.03416694,15.0316676299857,15.590170527706,15.0316676300017,15.5901705277213
"125",28141,11.0158335144,11.5930557294,14.0080612656787,14.5846542811414,14.0080612656931,14.5846542811551
"126",28401,18.686055852,19.108222522,13.8028695623452,14.382828577783,13.8028695623592,14.3828285777964
"127",28544,18.554389184,18.95366696,12.7260395404654,13.3091705946903,12.7260395404777,13.309170594702
"128",28778,18.42505585,18.838055858,12.8006751747171,13.3903657770427,12.8006751747295,13.3903657770545
"129",29011,17.594889194,17.995555836,11.7443358531482,12.3374257952356,11.7443358531589,12.3374257952458
"130",29537,18.337889204,18.724666966,11.4989685151404,12.1041938976372,11.4989685151506,12.1041938976471
"131",29863,19.991111448,20.469833664,12.4183610871737,13.0189203317467,12.4183610871854,13.0189203317579
"132",30197,17.315889176,17.729111384,12.44374529813,13.0331633782357,12.4437452981418,13.033163378247
