site.name,lat,long,51.8,86.15,Abies,Acer,Alnus rugosa,AlnusXC,Aquifoliaceae,Arceuthobium,Artemisia,Asteraceae,Betula,Brassicaceae,Carya,Caryophyllaceae,Castanea,Celtis,Cephalanthus,Chenopodiaceae/Amaranthaceae,Chrysolepis/Lithocarpus,Corylus,Cupressaceae,Cyperaceae,Dryas,Ephedra,Ericaceae,Fagus,Juglans,Larix/Pseudotsuga,Liquidambar,Minor Forbs,Myricaceae,Nyssa,Ostrya/Carpinus,Oxyria,Papaveraceae,Picea,Pinus diploxylon,Pinus haploxylon,Pinus undifferentiated,Plantaginaceae,Platanus,Poaceae,Populus,Prosopis,Pteridium,Quercus,Rosaceae,Salix,Sarcobatus,Sphagnum,Taxodium,Tilia,Total Fraxinus (sum of nigra/penn/undiff),Total Lycopodium,Tsuga undifferentiated,Ulmus
K6 (Kapp 1965],38.95,-99.33,12.12750018,12.56916687,0,0,0,0,0,0,1.470588235,1.470588235,0,0,0,0,0,0,0,79.41176471,0,0,0.490196078,2.450980392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.470588235,0,0,5.392156863,0,0,0,3.431372549,0,1.470588235,0,0,0,0,0,0,0,2.941176471
K9 (Kapp 1965],42.77,-97.42,8.961111273,9.647777924,0,0,0,0,0,0,1.796407186,0.598802395,0,0,0,0,0,11.9760479,0,71.85628743,0,0,0,0.598802395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19760479,0,0,10.17964072,0,0,0,0,0,0,0,0,0,0,0,0,0,1.796407186
K11 (Kapp 1965],43.08,-97.37,8.265277894,8.867777945,0,0.247524752,0,0.495049505,0,0,0.247524752,0.247524752,0.247524752,0,0,0,0,0.495049505,0,48.26732673,0,0,0.742574257,1.732673267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.742574257,0,0,39.85148515,0,0,0,2.227722772,0,0.99009901,0,0,0,0,0.742574257,0,0,2.722772277
K12 (Kapp 1965],43.75,-96.17,6.805555652,7.390555677,0.487804878,2.926829268,0,0,0,0,6.341463415,2.926829268,0,0,0,0,0,0.487804878,0,19.51219512,0,0,0.975609756,0.487804878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.414634146,0,0,45.36585366,0,0,0,6.341463415,0,0.975609756,0,0,0,0,4.87804878,0,0,4.87804878
K14 (Kapp 1965],43.52,-91.95,7.213055682,8.04166683,0,0,0,0,0,0,0,0,7.006369427,0,1.592356688,0,0,0.636942675,0,1.592356688,0,0,0.636942675,0,0,0,0,0,2.547770701,0,0,0,0,0,0.318471338,0,0,0.318471338,0,0,6.687898089,0,0,14.64968153,0,0,0,54.45859873,0,0.318471338,0,0,0,0,0.955414013,0,0,8.280254777
K17 (Kapp 1965],38.05,-101.38,11.5033335,11.95722243,0.54200542,0,0,0,0,0,2.16802168,0.81300813,0,0,0,0,0,0,0,64.49864499,0,0,0.27100271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27100271,0,0,7.859078591,0,0,20.32520325,0,0,0,1.62601626,1.35501355,0,0,0,0,0,0,0,0,0.27100271
K18 (Kapp 1965],40.98,-93.75,9.917777944,10.36194459,0,0,0,0,0,0,0,0,0,0,8.313539192,0,0,0,0,1.187648456,0,0,0,0.950118765,0,0,0,0,2.850356295,0,0,0,0,0,0,0,0,0,0,0,0.712589074,15.43942993,0,48.45605701,0,0,0,22.09026128,0,0,0,0,0,0,0,0,0,0
K19 (Kapp 1965],40.12,-94.07,10.56750019,10.9986113,0,0,0,0.4048583,0,0,0,0.809716599,0.4048583,0,0.809716599,0,0,0,0,40.89068826,0,0,0,0.4048583,0,0,0,0,2.429149798,0,0,0,0,0,0,0,0,0,0,0,2.429149798,0.4048583,0,23.88663968,0,0,0,13.36032389,0,0.809716599,0,0,0,0,1.214574899,0,0,11.74089069
RS23,73.85,-94.9,-16.93138921,-15.78472246,0,0,0,3.571428571,0,0,0.510204082,0,5.102040816,1.020408163,0,0,0,0,0,0,0,0,0,15.81632653,0.510204082,0,0,0,0,0,0,0,0,0,0,2.551020408,0,28.57142857,3.571428571,0,5.612244898,0,0,14.79591837,0,0,0,0,0.510204082,5.102040816,0,12.75510204,0,0,0,0,0,0
RS25,73.516667,-95.483333,-16.9338892,-15.76888913,0,0,0.354609929,13.82978723,0,0,12.05673759,0,12.41134752,0,0,0,0,0,0,0,0,0,0,4.964539007,0.709219858,0,2.127659574,0,0,0,0,0,0,0,0,5.319148936,0,17.19858156,2.836879433,0,5.85106383,0,0,4.255319149,0,0,0,0,1.063829787,1.418439716,0,15.24822695,0,0,0,0.354609929,0,0
RS26,73.35,-95.383333,-16.99666688,-15.86416692,0,0,0.491400491,21.13022113,0,0,8.353808354,0,9.828009828,0,0,0.491400491,0,0,0,0,0,0,0,4.914004914,0,0,1.965601966,0,0,0,0,0,0,0,0,5.896805897,0,12.53071253,0.982800983,0,4.914004914,0,0,5.896805897,0,0,0,0.982800983,0,2.948402948,0,18.67321867,0,0,0,0,0,0
Lake RS29,73.133333,-95.283333,-16.99666688,-15.86416692,0,0,0.333889816,14.69115192,0,0,5.342237062,0,18.03005008,0,0,0.333889816,0,0,0,0,0,0,0,8.681135225,1.001669449,0,3.67278798,0,0,0,0,0,0,0,0,4.340567613,0,13.68948247,0.667779633,0,0.834724541,0,0,7.34557596,0,0,0,0,0.667779633,3.338898164,0,17.02838063,0,0,0,0,0,0
RS30,72.483333,-95.033333,-16.30055583,-15.22777802,0,0,0.608828006,4.261796043,0,0,0.913242009,0,12.17656012,2.435312024,0,0.913242009,0,0,0,0.304414003,0,0,0,14.61187215,0.304414003,0,0.608828006,0,0,0,0,0,0,0,0,4.566210046,0,8.675799087,1.217656012,0,2.739726027,0,0,25.87519026,0,0,0,0,0,7.610350076,0,12.17656012,0,0,0,0,0,0
RS31,72.216667,-94.95,-17.09000031,-16.02416693,0,0,0.67001675,11.39028476,0,0,2.345058626,0,7.035175879,0.67001675,0,0.67001675,0,0,0,0,0,0,0,22.44556114,0,0,0.335008375,0,0,0,0,0,0,0,0,4.690117253,0,14.57286432,2.345058626,0,4.690117253,0,0,9.380234506,0,0,0,0,4.020100503,2.345058626,0,12.06030151,0,0,0,0,0.335008375,0
RS32,72.033333,-94.633333,-17.09000031,-16.02416693,0,0,1.136363636,6.25,0,0,5.113636364,0,8.522727273,0.568181818,0,0,0,0,0,0.284090909,0,0,0,11.93181818,0,0,1.136363636,0,0,0,0,0,0,0,0,4.829545455,0,18.75,1.988636364,0,6.25,0,0,2.840909091,0,0,0,0.284090909,0.568181818,1.704545455,0,27.84090909,0,0,0,0,0,0
RS33,72.016667,-94.766667,-17.09000031,-16.02416693,0,0,0,5.996472663,0,0,0.705467372,0,8.11287478,0.352733686,0,1.058201058,0,0,0,0.352733686,0,0,0,33.15696649,0.352733686,0,0.352733686,0,0,0,0,0,0,0,0,9.87654321,0.352733686,11.28747795,1.76366843,0,2.292768959,0.352733686,0,6.701940035,0,0,0,0,0,5.643738977,0,11.28747795,0,0,0,0,0,0
RS34,72.016667,-94.883333,-17.09000031,-16.02416693,0,0,0.25,3.5,0,0,1,0,6.25,1.25,0,0,0,0,0,0,0,0,0,29,2,0,0.5,0,0,0,0,0,0,0,0,2.25,0,21.25,2.25,0,5.25,0,0,3.5,0,0,0,0,1.25,6.75,0,13.75,0,0,0,0,0,0
Lake RS36,72.583333,-95.066667,-16.75944474,-15.65861136,0,0,0.67114094,8.053691275,0,0,4.026845638,0,6.711409396,0.67114094,0,0,0,0,0,0,0,0,0,16.10738255,0.67114094,0,2.013422819,0,0,0,0,0,0,0,0,23.48993289,0,7.382550336,2.684563758,0,4.026845638,0,0,7.382550336,0,0,0,0,1.342281879,5.369127517,0,9.395973154,0,0,0,0,0,0
RS37,72.666667,-95.083333,-16.75944474,-15.65861136,0,0,0.450112528,8.102025506,0,0,1.800450113,0,13.35333833,1.050262566,0,1.200300075,0,0,0,0.600150038,0,0,0,13.50337584,0.150037509,0,0.900225056,0,0,0,0,0,0,0,0,2.40060015,0.150037509,14.70367592,3.300825206,0,5.626406602,0.150037509,0,9.452363091,0,0,0,0,1.050262566,5.251312828,0,16.65416354,0,0,0,0,0,0.150037509
RS38,72.683333,-94.383333,-16.92583358,-15.83527799,0,0,1.851851852,4.814814815,0,0,1.111111111,0,3.333333333,1.111111111,0,2.222222222,0,0,0,0.37037037,0,0,0,17.03703704,2.222222222,0,0.37037037,0,0,0,0,0,0,0,0,28.88888889,0.37037037,6.666666667,0.740740741,0,2.962962963,0,0,12.59259259,0,0,0,0,2.592592593,8.518518519,0,2.222222222,0,0,0,0,0,0
RS40,72.6,-93.866667,-16.5230558,-15.43888915,0,0,0.227531286,5.233219568,0,0,0.455062571,0,2.730375427,0.455062571,0,0.682593857,0,0,0,0.455062571,0,0,0,45.96131968,0.227531286,0,0.227531286,0,0,0,0,0,0,0,0,3.868031854,0,13.53811149,1.137656428,0,1.137656428,0,0,6.825938567,0,0,0,0.227531286,1.137656428,6.14334471,0,9.328782708,0,0,0,0,0,0
RS41,72.833333,-93.95,-16.5230558,-15.43888915,0,0,0,8.728652751,0,0,1.138519924,0,9.108159393,1.138519924,0,2.277039848,0,0,0,0,0,0,0,11.0056926,0.379506641,0,1.138519924,0,0,0,0,0,0,0,0,4.174573055,0,13.28273245,1.518026565,0.379506641,10.056926,0,0,17.07779886,0,0,0,0,0,4.174573055,0,14.42125237,0,0,0,0,0,0
RS42,72.8,-95.133333,-16.75944474,-15.65861136,0,0,0.234192037,9.836065574,0,0,3.044496487,0,7.962529274,0.702576112,0,0.468384075,0,0,0,0,0,0,0,7.259953162,0,0,0.93676815,0,0,0,0,0,0,0,0,14.05152225,0,21.77985948,0.468384075,0,5.386416862,0.234192037,0,5.620608899,0,0,0,0.468384075,0.468384075,2.576112412,0,18.50117096,0,0,0,0,0,0
Rush Basin,37.426389,-108.095,7.571944563,8.256389036,0.906344411,0.302114804,0,0.302114804,0,0,14.80362538,5.438066465,0,0,0,0.604229607,0,0,0,9.365558912,0,0,1.208459215,3.927492447,0,0.906344411,0,0,0,0,0,9.063444109,0,0,0,0,0,4.833836858,0,0,28.09667674,0,0,12.38670695,0,0,0,0,3.021148036,2.416918429,2.416918429,0,0,0,0,0,0,0
Garfield Pond,44.18,-71.35,2.785000054,3.455277844,6.020942408,0.785340314,0,1.570680628,0,0,0.261780105,0,46.85863874,0,0,0,0.785340314,0,0,0,0,7.068062827,0.523560209,0.523560209,0,0,0,8.376963351,0,0,0,0,0.523560209,0,0.523560209,0,0,2.879581152,0.261780105,1.047120419,3.664921466,0,0.261780105,0.785340314,0,0,0.785340314,2.879581152,0,0,0,3.926701571,0,0.261780105,3.403141361,0,4.188481675,1.832460733
Red Pond,44.25,-71.35,2.785000054,3.455277844,3.899721448,1.114206128,0,1.39275766,0,0,0,0,49.02506964,0,0,0,0,0,0,0.278551532,0,0.278551532,0,0.278551532,0,0,0.278551532,6.963788301,0.557103064,0,0,0,0,0,1.114206128,0,0,8.077994429,0.557103064,2.228412256,5.292479109,0,0,2.78551532,0,0,1.114206128,3.621169916,0.557103064,0.557103064,0,3.064066852,0,0,0.557103064,0.278551532,5.571030641,0.557103064
Site 1 (Hall 1977),36.92,-95.97,14.9519447,15.46888917,0,0,0,0,0,0,0.858369099,0,0,0,18.45493562,0,0,0,0,7.725321888,0,0,1.287553648,4.721030043,0,0,0,0,3.862660944,0,0,0,0,0,0,0,0,0,0,0,7.725321888,0,0,4.291845494,0,0,0,43.77682403,0.858369099,0,0,0,0,0,3.433476395,0,0,3.004291845
Site 2 (Hall 1977),36.39,-96.27,15.63000024,16.09888913,0,0,0,0,0,0,0,0,0,0,3.448275862,0,0,0,0,0,0,0,2.463054187,0,0,0,0,0,2.463054187,0,0,0,0,0,0,0,0,0,0,0,6.403940887,0,0,16.74876847,0,0,0,50.73891626,0,0.492610837,0,0,0,0,2.955665025,0,0,14.28571429
Scott Lake,27.965415,-81.94163,22.35444479,22.88750034,0,0,0,0,0,0,0,0.316455696,0,0,6.64556962,0,0,0,0.632911392,0.949367089,0,0,0,2.215189873,0,0,0.316455696,0,0.316455696,0,1.265822785,0,16.7721519,0.316455696,0,0,0,0,0,0,49.6835443,0,0,3.797468354,0,0,0,15.82278481,0,0,0,0,0.949367089,0,0,0,0,0
Sewell Lake,49.84135,-99.5763,2.380000046,3.21750008,0,0.834202294,0,4.379562044,0,0,22.52346194,0,22.52346194,0,0,0,0,0,0,2.919708029,0,1.459854015,0,3.962460897,0,0,0,0,0.208550574,0,0,0,0,0,0,0,0,4.17101147,0,0,10.63607925,0,0,13.97288843,1.251303441,0,0,4.17101147,0,5.839416058,0,0.104275287,0,0,0.208550574,0,0,0.834202294
HR 000 [Yukon River],65.866667,-149.75,-4.940833429,-3.596666724,0,0,0,21.75226586,0,0,0,0,11.17824773,0,0,0,0,0,0,0,0,0,0,4.229607251,0,0,0,0,0,0,0,0,0,0,0,0,0,44.10876133,0,0,0,0,0,2.114803625,0.604229607,0,0,0,0.302114804,14.50151057,0,1.208459215,0,0,0,0,0,0
HR 001,65.883333,-149.833333,-4.940833429,-3.596666724,0,0,0,2.487562189,0,0,0,0,1.492537313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.31840796,0,0,0,0,0,59.2039801,0,0,0,0,0,0.497512438,0,0,0,0,0,0,0,0
HR 002 [Five Mile],65.916667,-149.916667,-4.940833429,-3.596666724,0,0,0,27.56410256,0,0,0,0,17.94871795,0,0,0,0,0,0,0.641025641,0,0,0.641025641,2.884615385,0,0,0,0,0,0,0,0,0,0,0,0,0,41.98717949,0,0,0,0,0,2.884615385,0,0,0,0,0.320512821,4.166666667,0,0.961538462,0,0,0,0,0,0
HR 003 [Ray River],65.983333,-150,-4.940833429,-3.596666724,0,0,0,13.35504886,0,0,0,0,14.98371336,0,0,0,0,0,0,0,0,0,0,2.280130293,0,0,0,0,0,0,0,0,0,0,0,0,0,66.1237785,0,0,0,0,0,1.954397394,0,0,0,0,0,1.302931596,0,0,0,0,0,0,0,0
HR 014,66.416667,-150.583333,-6.501666732,-5.120833427,0,0,0,23.56687898,0,0,0,0,20.38216561,0,0,0,0,0,0,0,0,0,0,3.821656051,0,0,0,0,0,0,0,0,0.318471338,0,0,0,0,44.26751592,0,0,0.318471338,0,0,5.414012739,0,0,0,0,0,0.636942675,0,1.27388535,0,0,0,0,0,0
HR 015,66.441667,-150.616667,-6.501666732,-5.120833427,0,0,0,29.44785276,0,0,0,0,19.63190184,0,0,0,0,0,0,0,0,0,0,7.055214724,0,0,0,0,0,0,0,0,0,0,0,0,0,36.80981595,0,0,0,0,0,4.601226994,0.306748466,0,0,0,0,0.920245399,0,1.226993865,0,0,0,0,0,0
HR 016 [Old Man Climate Station],66.45,-150.666667,-6.501666732,-5.120833427,0,0,0,17.25239617,0,0,0,0,50.15974441,0,0,0,0,0,0,0,0,0,0,1.277955272,0,0,0,0,0,0,0,0,0,0,0,0,0,26.19808307,0,0,0,0,0,1.916932907,0,0,0,0,0,0,0,2.875399361,0,0,0,0.319488818,0,0
HR 017,66.466667,-150.7,-6.501666732,-5.120833427,0,0,0,19.06976744,0,0,0,0,18.13953488,0,0,0,0,0,0,0,0,0,0,6.511627907,0,0,0,0,0,0,0,0,0,0,0,0,0,49.30232558,0,0,0.465116279,0,0,5.11627907,0,0,0,0,0,0.465116279,0,0.930232558,0,0,0,0,0,0
HR 018,66.516667,-150.783333,-6.811111237,-5.381388985,0,0,0,14.19753086,0,0,0,0,14.81481481,0,0,0,0,0,0,0,0,0,0.308641975,6.481481481,0,0,0,0,0,0,0,0,0,0,0,0,0,60.80246914,0,0,0,0,0,0.617283951,0,0,0,0,0,0.617283951,0,1.234567901,0,0,0,0.925925926,0,0
HR 019 [Arctic Circle],66.55,-150.8,-6.811111237,-5.381388985,0,0,0,47.8021978,0,0,0,0,1.648351648,0,0,0,0,0,0,0,0,0,0,7.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,41.20879121,0,0,0,0,0,1.648351648,0,0,0,0,0,0.549450549,0,0,0,0,0,0,0,0
HR 020,66.583333,-150.75,-6.811111237,-5.381388985,0,0,0,10.1010101,0,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.75757576,0,0,0,0,0,2.02020202,0,0,0,0,0,0,0,0,0,0,0,1.01010101,0,0
HR 021,66.616667,-150.7,-6.811111237,-5.381388985,0,0,0,12.69035533,0,0,0,0,8.121827411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.18781726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR 022 [South Fork Bonanza Creek],66.633333,-150.666667,-6.811111237,-5.381388985,0,0,0,7.641196013,0,0,0,0,31.22923588,0,0,0,0,0,0,0,0,0,0,0.664451827,0,0,0,0,0,0,0,0,0.332225914,0,0,0,0,42.19269103,0,0,0,0,0,14.95016611,0,0,0.332225914,0,0.996677741,1.328903654,0,0.332225914,0,0,0,0,0,0
HR 024,66.75,-150.7,-6.811111237,-5.381388985,0,0,0,21.63934426,0,0,0,0,27.54098361,0,0,0,0.655737705,0,0,0,0,0,45.24590164,0.655737705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.639344262,0,0,0,0,0.983606557,0.327868852,0,1.31147541,0,0,0,0,0,0
HR 026 [Prospect Climate Station],66.8,-150.716667,-6.811111237,-5.381388985,0,0,0,14.04682274,0,0,0,0,14.3812709,0,0,0,0,0,0,0,0,0,0,1.003344482,0,0,0,0,0,0,0,0,0,0,0,0,0,67.22408027,0,0,0,0,0,1.672240803,0,0,0,0,0,1.672240803,0,0,0,0,0,0,0,0
HR 028,66.9,-150.5,-8.034444575,-6.61888898,0,0,0,25.36873156,0,0,0,0,23.89380531,0,0,0,0,0,0,0,0,0,0,2.359882006,0,0,0,0,0,0,0,0,0,0,0,0,0,34.80825959,0,0,0,0,0,3.244837758,0,0,0,0,0,1.179941003,0,9.144542773,0,0,0,0,0,0
HR 030 [Grayling Lake],66.95,-150.416667,-8.034444575,-6.61888898,0,0,0,12.57861635,0,0,0,0,13.20754717,0,0,0,0,0,0,0,0,0,0.314465409,4.716981132,0,0,0,0,0,0,0,0,0,0,0,0,0,66.35220126,0,0,0.314465409,0,0,0.314465409,0,0,0,0,0.314465409,0.943396226,0,0.943396226,0,0,0,0,0,0
HR 032,67.016667,-150.333333,-8.37638903,-6.940000129,0,0,0,37.88395904,0,0,0,0,12.96928328,0,0,0,0,0,0,0,0,0,0,0.682593857,0,0,0,0,0,0,0,0,0,0,0,0,0,31.74061433,0,0,0,0,0,2.389078498,0.682593857,0,0,0,0.341296928,13.3105802,0,0,0,0,0,0,0,0
HR 034,67.066667,-150.366667,-8.37638903,-6.940000129,0,0,0,23.02839117,0,0,0,0,30.9148265,0,0,0,0,0,0,0,0,0,0.315457413,3.470031546,0,0,0,0,0,0,0,0,0,0,0,0,0,33.12302839,0,0,0.315457413,0,0,6.624605678,0,0,0,0,0,0.315457413,0,1.892744479,0,0,0,0,0,0
HR 036,67.016667,-150.333333,-8.37638903,-6.940000129,0,0,0,20.64516129,0,0,0,0,32.25806452,0,0,0,0,0,0,0,0,0,0,2.903225806,0,0,0,0,0,0,0,0,0,0,0,0,0,34.83870968,0,0,0,0,0,8.387096774,0,0,0,0,0,0.64516129,0,0.322580645,0,0,0,0,0,0
HR 038 [Coldfoot Climate Station],67.266667,-150.166667,-8.37638903,-6.940000129,0,0,0,15.51155116,0,0,0,0,49.5049505,0,0,0,0,0,0,0,0,0,0,2.310231023,0,0,0,0,0,0,0,0,0,0,0,0,0,28.38283828,0,0,0,0,0,1.320132013,0,0,0,0,0,1.650165017,0,0.660066007,0,0,0,0.660066007,0,0
HR 043,67.45,-150.083333,-8.37638903,-6.940000129,0,0,0,31.81818182,0,0,0.34965035,0,30.76923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.11888112,0,0,3.146853147,0,0,1.748251748,0,0,0,0,0,0,0,1.048951049,0,0,0,0,0,0
HR 044,67.466667,-149.433333,-9.525833489,-8.030555686,0,0,0,45.68965517,0,0,0,0,39.22413793,0,0,0,0,0,0,0,0,0,0,3.448275862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74137931,0,0,0,0,0,6.896551724,0,0,0,0,0,0,0,0
HR 045,67.483333,-149.366667,-9.525833489,-8.030555686,0,0,0,15.94684385,0,0,0,0,77.74086379,0,0,0,0,0,0,0,0,0,0,0.996677741,0.332225914,0,0,0,0,0,0,0,0,0,0,0,0,1.993355482,0,0,0.996677741,0,0,1.328903654,0,0,0,0,0.664451827,0,0,0,0,0,0,0,0,0
HR 046,67.533333,-149.833333,-10.77861125,-9.307500141,0,0,0,41.39344262,0,0,0,0,20.08196721,0,0,0,0,0,0,0,0,0,0,18.44262295,0,0,0,0,0,0,0,0,0,0,0,0,0,17.62295082,0,0,0,0,0,2.049180328,0,0,0,0,0,0,0,0,0,0,0,0.409836066,0,0
HR 047,67.550833,-149.733333,-10.77861125,-9.307500141,0,0,0,40.08097166,0,0,0,0,43.72469636,0,0,0,0,0,0,0,0,0,0,2.834008097,0,0,0,0,0,0,0,0,0,0,0,0,0,10.93117409,0,0,0,0,0,0.809716599,0,0,0,0,0,0.809716599,0,0.809716599,0,0,0,0,0,0
HR 048,67.6,-149.783333,-10.77861125,-9.307500141,0,0,0,52.04081633,0,0,0,0,10.20408163,0,0,0,0,0,0,0,0,0,0,10.20408163,0,0,0,0,0,0,0,0,0,0,0,0,0,16.32653061,0,0,0,0,0,5.102040816,0,0,0,0,2.040816327,4.081632653,0,0,0,0,0,0,0,0
HR 049,67.616667,-149.75,-10.77861125,-9.307500141,0,0,0,31.54574132,0,0,0.315457413,1.577287066,31.23028391,0,0,0,0,0,0,0,0,0,0,4.100946372,0,0,0,0,0,0,0,0,0,0,0,0,0,15.77287066,0,0,0,0,0,5.047318612,0,0,0,0,0.630914826,9.148264984,0,0.630914826,0,0,0,0,0,0
HR 050 [Dietrich Climate Station],67.066667,-149.733333,-9.828333482,-8.369722367,0,0,0,33.87096774,0,0,0.322580645,0,47.41935484,0,0,0,0,0,0,0,0,0,0,4.193548387,0,0,0,0,0,0,0,0,0,0,0,0,0,10.96774194,0,0,0,0,0,1.612903226,0,0,0,0,0.322580645,0.64516129,0,0.64516129,0,0,0,0,0,0
HR 051,67.716667,-149.25,-10.65611127,-9.176111232,0,0,0,46.72619048,0,0,0,0,12.79761905,0,0,0,0,0,0,0,0,0,0.297619048,10.41666667,2.380952381,0,0,0,0,0,0,0,0,0,0,0,0,16.36904762,0,0,0,0,0,3.273809524,0,0,0,0,3.273809524,3.869047619,0,0.595238095,0,0,0,0,0,0
HR 052,67.766667,-149.283333,-10.65611127,-9.176111232,0,0,0,58.12807882,0,0,0,0.492610837,22.16748768,0,0,0,0,0,0,0,0,0,0,1.477832512,0,0,0,0,0,0,0,0,0,0,0,0,0,13.79310345,0,0,0,0,0,2.463054187,0,0,0,0,0,0.492610837,0,0.985221675,0,0,0,0,0,0
HR 053,67.8,-149.833333,-10.77861125,-9.307500141,0,0,0,28.64,0,0,0,2.88,56.8,0,0,0,0,0,0,0,0,0,0,0.8,0.16,0,0,0,0,0,0,0,0,0,0,0,0,5.44,0,0,0,0,0,0.32,0,0,0,0,1.12,3.52,0,0.32,0,0,0,0,0,0
HR 054 [Timberline Climate Station],67.916667,-149.833333,-10.77861125,-9.307500141,0,0,0,65.99326599,0,0,1.346801347,0,6.397306397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.407407407,0,0,0,0,0,5.723905724,0,0,0,0,0.336700337,12.79461279,0,0,0,0,0,0,0,0
HR 055,67.933333,-149.833333,-10.77861125,-9.307500141,0,0,0,66.98113208,0,0,0,0,5.660377358,0,0,0,0,0,0,0,0,0,0,8.490566038,0,0,0,0,0,0,0,0,0,0,0,0,0,9.433962264,0,0,0,0,0,1.886792453,0,0,0,0,0,7.547169811,0,0,0,0,0,0,0,0
HR 057 [Table Mountain SC.],67.983333,-149.616667,-10.77861125,-9.307500141,0,0,0,57.91366906,0,0,1.798561151,0,19.42446043,0,0,0,0,0,0,0,0,0,0,5.035971223,0,0,0,0,0,0,0,0,0,0,0,0,0,6.834532374,0,0,0,0,0,4.676258993,0,0,0,0,0,4.316546763,0,0,0,0,0,0,0,0
HR 058,68,-149.75,-10.77861125,-9.307500141,0,0,0,51.14754098,0,0,1.639344262,0,29.50819672,0,0,0.327868852,0,0,0,0,0,0,0,2.950819672,0.983606557,0,0,0,0,0,0,0,0,0,0,0,0,3.606557377,0,0,0,0,0,5.245901639,0,0,0,0,0,4.590163934,0,0,0,0,0,0,0,0
HR 059,68.016667,-149.733333,-11.95694463,-10.47388904,0,0,0,39.3081761,0,0,0.943396226,0,30.81761006,0.314465409,0,0,0,0,0,0,0,0,0,13.20754717,0.628930818,0,0,0,0,0,0,0,0,0,0,0,0,8.176100629,0,0,0,0,0,4.088050314,0,0,0,0,0.314465409,1.257861635,0,0.943396226,0,0,0,0,0,0
HR 060 [Chandler Camp],68.083333,-149.583333,-11.95694463,-10.47388904,0,0,0,12.08053691,0,0,17.11409396,0,3.691275168,0,0,0.33557047,0,0,0,0,0,0,0,1.342281879,0.33557047,0,0,0,0,0,0,0,0,0,0,0,0,2.348993289,0,0,0,0,0,57.38255034,0,0,0,0,0,5.369127517,0,0,0,0,0,0,0,0
HR 061,68.1,-149.55,-11.95694463,-10.47388904,0,0,0,46.31578947,0,0,2.105263158,0,27.36842105,0,0,0,0,0,0,0,0,0,0,1.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,7.368421053,0,0,0,0,0,8.421052632,0,0,0,0,0,1.052631579,0,6.315789474,0,0,0,0,0,0
HR 067,68.366667,-149.333333,-13.52861132,-12.00444463,0,0,0,44.68085106,0,0,2.127659574,0,22.69503546,0,0,0,0,0,0,0,0,0,0,4.964539007,0,0,0,0,0,0,0,0,0,0,0,0,0,7.092198582,0,0,0,0,0,14.18439716,0,0,0,0,0.709219858,2.836879433,0,0,0,0,0,0.709219858,0,0
HR 068,68.383333,-149.333333,-13.52861132,-12.00444463,0,0,0,9.037328094,0,0,0,0,3.73280943,0,0,0.196463654,0,0,0,0,0,0,0,80.94302554,0,0,0,0,0,0,0,0,0,0,0,0,0,0.982318271,0,0,0,0,0,1.37524558,0,0,0,0,1.178781925,2.554027505,0,0,0,0,0,0,0,0
HR 069 [Pump Station 4],68.416667,-149.383333,-13.52861132,-12.00444463,0,0,0,29.74137931,0,0,0,0,31.46551724,0,0,0.431034483,0,0,0,0,0,0,0,11.20689655,0.862068966,0,0,0,0,0,0,0,0,0,0,0,0,11.20689655,0,0,0,0,0,15.0862069,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR 070 [Atigun Gorge],68.433333,-149.333333,-13.52861132,-12.00444463,0,0,0,20.94972067,0,0,0.837988827,0,21.22905028,0,0,0,0,0,0,0,0,0,0,44.69273743,0,0,0,0,0,0,0,0,0,0,0,0,0,3.351955307,0,0,0.279329609,0,0,5.027932961,0,0,0,0,1.675977654,1.955307263,0,0,0,0,0,0,0,0
HR 071 [Galbraith Climate Station],68.45,-149.466667,-13.52861132,-12.00444463,0,0,0,6.985294118,0,0,0.367647059,0,15.80882353,0,0,0,0,0,0,0,0,0,0,64.33823529,0.367647059,0,0,0,0,0,0,0,0,0,0,0,0,4.044117647,0,0,0,0,0,5.147058824,0,0,0,0,0,1.838235294,0,0.367647059,0,0,0,0.735294118,0,0
