site.name,lat,long,51.8,86.15,Abies,Acer,Alnus rugosa,AlnusXC,Aquifoliaceae,Arceuthobium,Artemisia,Asteraceae,Betula,Brassicaceae,Carya,Caryophyllaceae,Castanea,Celtis,Cephalanthus,Chenopodiaceae/Amaranthaceae,Chrysolepis/Lithocarpus,Corylus,Cupressaceae,Cyperaceae,Dryas,Ephedra,Ericaceae,Fagus,Juglans,Larix/Pseudotsuga,Liquidambar,Minor Forbs,Myricaceae,Nyssa,Ostrya/Carpinus,Oxyria,Papaveraceae,Picea,Pinus diploxylon,Pinus haploxylon,Pinus undifferentiated,Plantaginaceae,Platanus,Poaceae,Populus,Prosopis,Pteridium,Quercus,Rosaceae,Salix,Sarcobatus,Sphagnum,Taxodium,Tilia,Total Fraxinus (sum of nigra/penn/undiff),Total Lycopodium,Tsuga undifferentiated,Ulmus
Lake Bloomington,40.65,-88.93,10.21527797,10.74388903,0,0,0,0.438596491,0,0,0,0,0.438596491,0,3.947368421,0,0,0.438596491,0,3.947368421,0,0,0,0.438596491,0,0,0,0.438596491,3.947368421,0,0,1.315789474,0,0,0.438596491,0,0,0,0,0,13.59649123,1.754385965,0,21.49122807,0,0,0,39.9122807,0.877192982,3.070175439,0,0,0,0.438596491,0.877192982,0,0,2.192982456
Lake Vermilion,40.17,-87.65,10.98777799,11.48555575,0,0,0,0,0,0,0,0,0.543478261,0,2.717391304,0,0,2.717391304,0,5.434782609,0,0,0,0,0,0,0,0.543478261,1.630434783,0,1.086956522,0.543478261,0,0,2.173913043,0,0,0,1.630434783,0,3.804347826,0.543478261,3.804347826,26.08695652,0,0,0,23.91304348,0,8.695652174,0,0,0,0,8.152173913,0,0,5.97826087
Decatur Lake,39.83,-88.92,11.71750017,12.24444464,0,0,0,0.490196078,0,0,0.980392157,0,0,0,4.411764706,0,0,1.960784314,0,5.882352941,0,0,1.960784314,0.490196078,0,0,0,1.470588235,6.37254902,0,0.490196078,0,0,0,0.980392157,0,0,0,0,0,6.862745098,2.941176471,1.960784314,12.74509804,0,0,0,33.82352941,0,6.37254902,0,0,0,0,1.470588235,0,0,8.333333333
Paradise Lake (US:Illinois),39.42,-88.43,12.1563891,12.76972243,0,1.388888889,0,0.694444444,0,0,0.694444444,0,1.388888889,0,4.166666667,0,0,2.777777778,0,6.25,0,0,0,2.083333333,0,0,0,1.388888889,2.083333333,0,0.694444444,0.694444444,0,0,0,0,0,0,0,0,4.861111111,1.388888889,0.694444444,11.11111111,0,0,0,36.80555556,0.694444444,9.722222222,0,0,0,0,6.944444444,0,0,3.472222222
Centralia Lake,38.57,-89,12.52555579,13.12916689,0,0,0,0,0,0,0.403225806,0,4.032258065,0,8.064516129,0,0,0.403225806,0,2.822580645,0,0,0,1.209677419,0,0,0,0,2.016129032,0,0.403225806,0,0,0,0,0,0,0,0,0,1.209677419,0.806451613,2.016129032,7.258064516,0,0,0,55.64516129,0,4.032258065,0,0,0,0,3.225806452,0,0,6.451612903
Crab Orchard Lake,37.75,-89.12,13.58500022,14.01638908,0,0,0,0,0,0,0.434782609,0,3.47826087,0,3.47826087,0,0,0.434782609,0,3.47826087,0,0.434782609,0.869565217,0.869565217,0,0,0,0.434782609,1.739130435,0,2.173913043,0.869565217,0,0,0.869565217,0,0,0,0,0,8.695652174,0.434782609,1.739130435,8.695652174,0,0,0,35.65217391,0.869565217,10.43478261,0,0,0.434782609,0,5.652173913,0,0,7.826086957
Beaver Dam Lake,39.22,-89.97,12.30444465,12.87777801,0,0,0,0,0,0,0.975609756,0,1.463414634,0,3.902439024,0,0,0.975609756,0,8.292682927,0,0,0,0,0,0,0,0,1.951219512,0,0.487804878,0.487804878,0,0,0,0,0,0,0,0,0.975609756,0.487804878,1.463414634,7.317073171,0,0,0,60,0.487804878,1.951219512,0,0,0,0,2.43902439,0,0,6.341463415
Site 110 (G.M. Peterson 1978),39.95,-90.22,11.1413891,11.63527798,0,1.005025126,0,0,0,0,0,0,0.502512563,0,4.020100503,0,0,1.005025126,0,9.045226131,0,1.005025126,0,1.005025126,0,0,0,0,4.020100503,0,0,1.005025126,0,0,0,0,0,0,0,0,4.020100503,4.522613065,2.512562814,21.10552764,0,0,0,31.15577889,0,0,0,0,0,0.502512563,1.005025126,0,0,12.56281407
Jacksonville Lake,39.67,-90.22,11.1413891,11.63527798,0,0.581395349,0,0,0,0,0.581395349,0,0.581395349,0,4.069767442,0,0,4.069767442,0,6.976744186,0,0,0.581395349,0,0,0,0,0.581395349,1.744186047,0,1.162790698,0,0,0,0.581395349,0,0,0,0,0,2.906976744,1.744186047,2.325581395,13.37209302,0,0,0,49.41860465,1.162790698,1.744186047,0,0,0,0,1.162790698,0,0,4.651162791
Lake Wee-ma-tuk,40.55,-90.17,10.34722239,10.91944462,0,0.515463918,0,0,0,0,0.515463918,0,0.515463918,0,3.608247423,0,0,1.546391753,0,2.06185567,0,1.030927835,0.515463918,0,0,0,0,0.515463918,1.546391753,0,0,0,0,0,0.515463918,0,0,0,0,0,1.030927835,0,1.546391753,7.731958763,0,0,0,70.10309278,0,2.577319588,0,0,0,0,3.608247423,0,0,0.515463918
Lake Girardeau,37.28,-89.83,13.9541669,14.32027804,0,0.418410042,0,0.418410042,0,0,1.673640167,0,1.255230126,0,5.857740586,0,0,0.418410042,0,2.092050209,0,1.673640167,0,0.418410042,0,0,0,0.418410042,0.418410042,0,0.836820084,0,0,0,0,0,0,0,0,0,0,0.418410042,1.673640167,2.092050209,0,0,0,71.9665272,0,0.836820084,0,0,0,0,0,0,0,7.112970711
Lake Wappapello,36.97055086,-90.35313417,14.65583357,14.99555579,0,0,0,0,0,0,0,0,2.923976608,0,0.584795322,0,0,0.584795322,0,2.339181287,0,0,0.584795322,0,0,0,0,0.584795322,0.584795322,0,1.169590643,0,0,0,0.584795322,0,0,0,0,0,0,0,1.754385965,5.263157895,0,0,0,67.25146199,0,10.52631579,0,0,0,0,2.339181287,0,0,2.923976608
Site 115 (G.M. Peterson 1978),36.75,-91.67,14.30916691,14.76972242,0,0,0,0,0,0,0,0,0,0,1.333333333,0,0,0,0,6.666666667,0,0,0,0,0,0,0,0,0.666666667,0,0.666666667,0,0,0,0,0,0,0,0,0,3.333333333,0,0.666666667,22.66666667,0,0,0,62.66666667,0.666666667,0,0,0,0,0,0.666666667,0,0,0
Norfolk Lake,36.58,-92.28,14.5455558,15.02222244,0,0,0,0.366300366,0,0,0.366300366,0,1.831501832,0,4.395604396,0,0,0.732600733,0,0.732600733,0,0,0,0,0,0,0,0,1.465201465,0,0.732600733,0,0,0,3.296703297,0,0,0,0,0,16.84981685,0.366300366,7.692307692,8.424908425,0,0,0,38.46153846,0.732600733,4.395604396,0,0,0,0,6.227106227,0,0,2.93040293
McDaniel Lake,37.3,-93.3,13.60166688,14.03694466,0,0,0,0,0,0,0.649350649,0,0,0,3.896103896,0,0,1.948051948,0,11.68831169,0,0,0,2.597402597,0,0,0,0,3.896103896,0,0.649350649,0,0,0,0,0,0,0,0,0,1.298701299,0,7.792207792,15.58441558,0,0,0,36.36363636,0.649350649,5.844155844,0,0,0,0,2.597402597,0,0,4.545454545
Lake Pomme de Terre,37.88,-93.33,13.51194466,13.91916692,0,0.380228137,0,0.380228137,0,0,0.380228137,0,0,0,1.520912548,0,0,1.520912548,0,6.463878327,0,0.760456274,0.380228137,0.760456274,0,0,0,0.380228137,1.901140684,0,0.380228137,0,0,0,1.520912548,0,0,0,0,0,0.380228137,0.380228137,1.140684411,7.224334601,0,0,0,67.30038023,0,0.760456274,0,0,0,0,2.661596958,0,0,3.422053232
Lake of the Ozarks,38.16675267,-92.96597494,13.30694464,13.73277801,0,0,0,0,0,0,0.37037037,0,0,0,4.444444444,0,0,0.740740741,0,1.851851852,0,0.37037037,0,0,0,0,0,0,2.222222222,0,0,0,0,0,0,0,0,0,0,0,9.259259259,0,0,5.185185185,0,0,0,71.48148148,0,0.37037037,0,0,0,0,1.481481481,0,0,2.222222222
Lake Nevin,37.92,-87.67,13.63666689,14.19888913,0,0.438596491,0.438596491,0,0,0,1.754385965,0,0.877192982,0,5.701754386,0,0,0,0,0.877192982,0,0,4.824561404,0.877192982,0,0,0,0.438596491,1.315789474,0,0.438596491,0,0,0,0.438596491,0,0,0,0,0,3.070175439,2.192982456,3.070175439,2.631578947,0,0,0,61.40350877,0,3.070175439,0,0,0,0,0.877192982,0,0,5.263157895
Happy Hollow Lake,37.67,-88.85,13.69277802,14.16833361,0,0,0,0,0,0,1.282051282,0,1.923076923,0,1.923076923,0,0,0.641025641,0,3.205128205,0,0,5.128205128,0.641025641,0,0,0,1.282051282,1.923076923,0,1.282051282,0,0,0,0,0,0,0,1.282051282,0,0.641025641,13.46153846,2.564102564,16.66666667,0,0,0,37.17948718,0,7.051282051,0,0,0,0,0,0,0,1.923076923
Site 123 (G.M. Peterson 1978),37.55,-85.73,13.17861139,13.64277801,0,1.507537688,0,0.502512563,0,0,1.005025126,0,2.512562814,0,4.020100503,0,0,0.502512563,0,1.507537688,0,0.502512563,8.542713568,0,0,0,0,0.502512563,2.010050251,0,0.502512563,0,0,0,0,0,0,0,0,0,2.010050251,5.025125628,6.532663317,21.6080402,0,0,0,34.67336683,0,2.512562814,0,0,0,0,1.005025126,0,0,3.015075377
Site 126 (G.M. Peterson 1978),37.22,-85.72,13.3241669,13.79083354,0,0,0,0,0,0,0,0,0.729927007,0,0.729927007,0,0,0,0,7.299270073,0,0,0,1.459854015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.299270073,0.729927007,68.61313869,0,0,0,10.94890511,0,2.189781022,0,0,0,0,0,0,0,0
Site 127 (G.M. Peterson 1978),37.15,-85.95,13.3241669,13.79083354,0,0,0,0,0,0,0,0,1.149425287,0,4.597701149,0,0,0,0,2.873563218,0,0,0.574712644,1.724137931,0,0,0,1.149425287,2.873563218,0,0.574712644,0,0,0,0,0,0,0,0,0,3.448275862,5.172413793,0,32.18390805,0,0,0,33.33333333,0,4.597701149,0,0,0,0,0.574712644,0,0,5.172413793
Site 128 (G.M. Peterson 1978),37.15,-86.1,13.66500023,14.10916694,0,0.480769231,0,0.961538462,0,0,0.480769231,0,0.961538462,0,0.961538462,0,0,0.480769231,0,1.442307692,0,0,4.326923077,20.19230769,0,0,0,5.769230769,0.480769231,0,0.961538462,0,0,0,0.480769231,0,0,0,0,0,1.442307692,0,0,8.653846154,1.442307692,0,0,43.26923077,0,0.480769231,0,0,0,0,2.884615385,0,0,3.846153846
Site 129 (G.M. Peterson 1978),36.78,-86.83,14.19138912,14.59111137,0,0,0,0,0,0,3.488372093,0,1.162790698,0,2.325581395,0,0,0,0,6.976744186,0,0,0,1.162790698,0,0,0,0,0,0,1.162790698,0,0,0,0,0,0,0,1.162790698,0,0,0,0,67.44186047,0,0,0,12.79069767,0,1.162790698,0,0,0,0,0,0,0,1.162790698
Site 130 (G.M. Peterson 1978),37.32,-87.22,14.02444466,14.46916692,0,0,0,0,0,0,1.310043668,0,1.310043668,0,5.240174672,0,0,0.436681223,0,2.620087336,0,0,4.366812227,0.436681223,0,0,0,0.436681223,2.620087336,0,1.310043668,0,0,0,0,0,0,0,1.310043668,0.436681223,3.493449782,0.436681223,0.436681223,24.45414847,0,0,0,45.41484716,0,0.873362445,0,0,0,0,0.873362445,0,0,2.183406114
Site 131 (G.M. Peterson 1978),37.35,-87.47,14.02444466,14.46916692,0,0.956937799,0,0,0,0,0,0,2.392344498,0,4.306220096,0,0,0,0,1.913875598,0,0,0,5.263157895,0,0,0,1.435406699,1.913875598,0,5.741626794,0,0,0,1.913875598,0,0,0,0,0,5.263157895,0.4784689,3.827751196,19.61722488,0,0,0,37.79904306,0,1.913875598,0,0,0,0,0.956937799,0,0,4.306220096
Site 132 (G.M. Peterson 1978),37.8,-87.53,13.63666689,14.19888913,0,0,0,0,0,0,0,0,0.921658986,0,1.382488479,0,0,0.460829493,0,2.304147465,0,0,0.921658986,1.382488479,0,0,0,0.460829493,0,0,0.921658986,0,0,0,0,0,0,0,0,0,1.843317972,5.069124424,0,71.88940092,0,0,0,11.52073733,0,0.460829493,0,0,0,0,0,0,0,0.460829493
Site 133 (G.M. Peterson 1978),37.6,-87.58,13.63666689,14.19888913,0,0,0,0,0,0,0,0,0.456621005,0.456621005,6.849315068,0,0,0,0,2.739726027,0,0,0.913242009,0,0,0,0,0,2.283105023,0,2.283105023,0,0,0,0.456621005,0,0,0,0.913242009,0,2.739726027,0.913242009,0.456621005,20.0913242,0,0,0,47.48858447,0,2.283105023,0,0,0,0,1.369863014,0,0,7.305936073
Baker Lake (Cole 1969),64.32433,-96.00572,-12.54638909,-11.43027798,0,0,0,2.19941349,0,0,0.73313783,0,9.530791789,0,0,0,0,0,0,0,0,0,0.146627566,44.28152493,0,0,5.131964809,0,0,0,0,0,0,0,0,0,0,0.73313783,0,0,3.958944282,0,0,3.079178886,0,0,0,0,1.319648094,28.73900293,0,0.146627566,0,0,0,0,0,0
Repulse Bay (Cole 1969) [Naujaat],66.52364,-86.23529,-13.49722243,-12.66694466,0,0,0,10.55900621,0,0,0,0,8.695652174,0.310559006,0,0.621118012,0,0,0,0,0,0,0,37.88819876,0,0,9.627329193,0,0,0,0,0,0,0,0,0,0,0.931677019,0,0,11.18012422,0,0,9.316770186,0,0,0,0,2.48447205,3.105590062,0,5.279503106,0,0,0,0,0,0
Pelly Lake Airport,66.06667,-101.083336,-14.26444467,-12.98888912,0,0,0,8.29787234,0,0,0,0,33.82978723,0,0,0,0,0,0,0,0,0,0,15.74468085,0,0,18.72340426,0,0,0,0,0,0,0,0,0,0,3.829787234,0,0,13.82978723,0,0,3.617021277,0,0,0,0,0,1.914893617,0,0.212765957,0,0,0,0,0,0
Cullaton Lake Airport,61.31631,-98.49204,-9.981111225,-8.953611246,0,0,0,16.58119658,0,0,0,0,40,0,0,0,0,0,0,0.170940171,0,0,0.341880342,2.051282051,0,0,6.837606838,0,0,0,0,0,0.170940171,0,0,0,0,15.04273504,0,0,13.84615385,0,0,0.683760684,0,0,0,0,0,1.367521368,0,2.905982906,0,0,0,0,0,0
Choir Boy Lake,58.659665,-94.03201,-7.250833458,-6.261944577,0,0,0,6.986899563,0,0,2.183406114,0,5.458515284,0,0,0,0,0,0,0.655021834,0,0,0,16.15720524,0,0,0.436681223,0,0,0,0,0,0,0,0,0,0,36.24454148,0,0,28.60262009,0,0,1.528384279,0.218340611,0,0,0,0.655021834,0.873362445,0,0,0,0,0,0,0,0
Egg Lake (Cole 1069),54.35497,-101.39832,-0.979444454,-0.009444457,0.133511348,0,0,7.343124166,0,0,1.468624833,0,9.078771696,0,0,0,0,0,0,1.068090788,0,0,0,1.73564753,0,0,2.536715621,0,0,0.667556742,0,0,0,0,0,0,0,20.96128171,0,0,36.18157543,0,0,0.801068091,0,0,0,0,0,3.070761015,0,14.95327103,0,0,0,0,0,0
Raven Lake (Cole 1969),49.28218,-91.27361,1.024444453,1.850555602,0,0,0,1.440329218,0,0,0.205761317,0,3.29218107,0,0,0,0,0,0,0.514403292,0,0,0,5.761316872,0,0,1.028806584,0,0,0,0,0,0.102880658,0,0,0,0,16.56378601,0,0,34.87654321,0,0,0.411522634,0,0,0,0.308641975,0,0.102880658,0,35.18518519,0,0,0,0,0,0.205761317
Remi Lake (Cole 1969),49.42222,-82.1688,0.589999998,1.236111129,2.260638298,0.132978723,0,16.09042553,0,0,0,0,11.70212766,0,0,0,0,0,0,0.265957447,0,0.265957447,0.132978723,0.79787234,0,0,0,0.132978723,0,0.132978723,0,0,0.79787234,0,0.265957447,0,0,41.35638298,0,0,11.70212766,0,0,1.196808511,0,0,0,0.265957447,0,1.994680851,0,9.707446809,0,0,0.265957447,0,0,0.531914894
Klotz Lake (Cole 1969),49.79568,-85.86885,0.141944414,0.804444461,0.976290098,0,0,12.27336123,0,0,0.557880056,0,14.36541144,0,0,0,0,0,0,1.115760112,0,0,0.69735007,0.278940028,0,0,1.394700139,0.139470014,0,0,0,0,0.278940028,0,0,0,0,37.37796374,0,0,19.24686192,0,0,0.557880056,0,0,0,1.255230126,0.418410042,0.69735007,0,8.228730823,0,0,0,0,0,0.139470014
Hebron Lake,58.2,-63.033333,-6.040555661,-5.75666676,0.338983051,0,0,19.3220339,0,0,0.677966102,0,28.47457627,0.677966102,0,0,0,0,0,0,0,0,0,22.03389831,0,0,2.711864407,0,0,0,0,0,0,0,0,0.677966102,0,19.66101695,0,0,1.694915254,0,0,1.016949153,0,0,0,0,0,1.355932203,0,1.355932203,0,0,0,0,0,0
Tourbière de Lanoraie HENRI,45.988889,-73.3,5.057222296,5.705833442,0.531208499,1.195219124,1.195219124,0.066401062,0,0,0,0,15.93625498,0,0.332005312,0,0,0,0,0.664010624,0,0,0,0.132802125,0,0,7.70252324,0.199203187,0.199203187,0.132802125,0,0,0.132802125,0,0.26560425,0,0,1.394422311,0.26560425,3.984063745,0,0,0,5.976095618,0,0,0,1.195219124,0.066401062,0.132802125,0,56.44090305,0,0,0.464807437,0,0.597609562,0.796812749
Site 1 (Lamb 1982),51.45,-57.2,1.315000013,1.710833351,2.76816609,0,0,0.692041522,0,0,0,0,27.6816609,0,0,0,0.346020761,0,0,3.806228374,0,0.346020761,0,1.730103806,0,0,3.806228374,0.346020761,0,0.346020761,0,0,0,0,0,0,0,35.64013841,0,0,3.806228374,0,0,5.53633218,0,0,0,0.692041522,1.384083045,0.692041522,0,9.688581315,0,0,0,0,0.346020761,0.346020761
HFL02,51.583333,-56.75,-0.150833336,0.255833342,4.458598726,0.636942675,0,8.280254777,0,0,0,0,7.006369427,0.636942675,0,0,0,0,0,0.636942675,0,0,0,1.910828025,0,0,0,0,0,0,0,0,0,0,0,0,0,69.42675159,0,0,1.910828025,0,0,1.27388535,0,0,0,0,0,0,0,3.184713376,0,0,0,0,0,0.636942675
HFL03,51.5,-57.233333,1.315000013,1.710833351,4.081632653,0,0.680272109,12.92517007,0,0,1.020408163,0,18.36734694,0,0,0,0.340136054,0,0,0,0,0.340136054,0,2.721088435,0,0,0.340136054,0,0,0,0,0,0.340136054,0,0,0,0,28.57142857,0,0,8.163265306,0,0,1.700680272,0,0,0,1.360544218,0.680272109,0,0,17.34693878,0,0,0,0.680272109,0,0.340136054
4 [HFL4],52.416667,-56.666667,-0.980555579,-0.588888891,3.930131004,0,0,1.746724891,0,0,0,0,7.860262009,0,0,0,0,0,0,0,0,0,0,1.091703057,0,0,0,0,0,0.655021834,0,0,0,0,0,0,0,79.25764192,0,0,0.436681223,0,0,0.218340611,0,0,0,0,0,0.218340611,0,4.148471616,0,0,0,0.436681223,0,0
5 [HFL5],52.45,-56.533333,-0.980555579,-0.588888891,3.488372093,0,0,7.848837209,0,0,0,0,8.430232558,0,0,0,0,0,0,0,0,0,0,1.453488372,0,0,0,0,0,0,0,0,0,0,0,0,0,76.1627907,0,0,0.872093023,0,0,0.290697674,0,0,0,0.290697674,0,0.290697674,0,0.581395349,0,0,0,0.290697674,0,0
6 [HFL6],52.55,-56.283333,-0.862222229,-0.465555559,4.010025063,0.250626566,0,7.01754386,0,0,0.751879699,0,12.28070175,0,0,0,0,0,0,0,0,0,0,1.002506266,0,0,0,0,0,2.005012531,0,0,0,0,0,0,0,68.17042607,0,0,1.253132832,0,0,0.250626566,0,0,0,0.250626566,0,0,0,2.506265664,0,0,0,0.250626566,0,0
7 [HFL7],52.6,-56.183333,-0.862222229,-0.465555559,4.987531172,0,0,9.226932668,0,0,0,0,15.46134663,0,0,0,0,0,0,0,0,0,0,0.997506234,0,0,0,0,0,0,0,0,0,0,0,0,0,66.08478803,0,0,0.249376559,0,0,0.997506234,0,0,0,0.249376559,0,0,0,1.496259352,0,0,0,0.249376559,0,0
8 [HFL8],52.733333,-56.383333,-0.862222229,-0.465555559,1.219512195,0,0,7.317073171,0,0,0,0,14.32926829,0,0,0,0,0,0,0,0,0,0,0.609756098,0,0,0,0,0,0.609756098,0,0,0,0,0,0,0,71.34146341,0,0,1.219512195,0,0,0.914634146,0.304878049,0,0,0,0,0,0,1.829268293,0,0,0,0.304878049,0,0
9 [HFL9],52.6,-56.666667,-1.032500035,-0.637500017,6.613756614,0,0,2.380952381,0,0,0,0,6.613756614,0.264550265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264550265,0,0,0,0,0,0,0,79.36507937,0,0,0.529100529,0,0,0,0,0,0,0,0,0,0,2.645502646,0,0,0.264550265,1.058201058,0,0
10 [HFL10],52.866667,-56.7,-1.032500035,-0.637500017,2.272727273,0,0.324675325,4.87012987,0,0,0.324675325,0,14.61038961,0,0,0,0,0,0,0,0,0,0,0.974025974,0,0,0,0,0,0.649350649,0,0,0,0,0,0,0,72.72727273,0,0,0.324675325,0,0,0.324675325,0,0,0,0,0,0,0,2.597402597,0,0,0,0,0,0
11 [HFL11],52.4,-57.033333,-1.32361113,-0.918888888,3.003003003,0,0,4.504504505,0,0,0,0,12.31231231,0.3003003,0,0,0,0,0,0,0,0,0,0.600600601,0,0,0,0,0,0.3003003,0,0,0,0,0,0,0,74.47447447,0,0,1.201201201,0,0,0,0,0,0,0.3003003,0,0,0,2.102102102,0,0,0,0.900900901,0,0
12 [HFL12],52.5,-57.366667,-1.32361113,-0.918888888,2.023121387,0,0,1.445086705,0,0,0,0,10.98265896,0.289017341,0,0,0,0,0,0,0,0,0,1.734104046,0,0,0,0,0,1.156069364,0,0,0,0,0,0,0,78.03468208,0,0,0,0,0,0,0,0,0,0,0,0,0,3.179190751,0,0,0.289017341,0.867052023,0,0
13 [HFL13],52.2,-57.433333,-1.32361113,-0.918888888,1.307189542,0,0,6.862745098,0,0,0,0,16.99346405,0.326797386,0,0,0,0,0,0,0,0,0,0.653594771,0,0,0,0,0,0.326797386,0,0,0.653594771,0,0,0,0,66.66666667,0,0,0.980392157,0,0,0.653594771,0,0,0,0.980392157,0,0,0,3.594771242,0,0,0,0,0,0
14 [HFL14],52.366667,-57.716667,-1.376388909,-0.983611123,1.869158879,0,0,3.738317757,0,0,0,0,13.70716511,0,0,0,0,0,0,0,0,0,0,5.295950156,0,0,0.62305296,0,0,0.31152648,0,0,0,0,0,0,0,65.73208723,0,0,0.934579439,0,0,0.62305296,0,0,0,0,0,0,0,7.165109034,0,0,0,0,0,0
15 [HFL15],52.583333,-57.816667,-1.564166681,-1.159722231,0.598802395,0,0,4.790419162,0,0,0,0,17.36526946,0,0,0,0,0,0,0,0,0,0,1.796407186,0,0,0,0,0,0,0,0,0,0,0,0,0,70.35928144,0,0,1.19760479,0,0,0.598802395,0,0,0,0.598802395,0,0.299401198,0,2.095808383,0,0,0,0.299401198,0,0
16 [HFL16],52.083333,-57.833333,-1.376388909,-0.983611123,1.403508772,0,0,3.859649123,0,0,0,0,14.03508772,0,0,0,0,0,0,0,0,0,0,0.350877193,0,0,0,0,0,0,0,0,0,0,0,0,0,74.73684211,0,0,1.403508772,0,0,1.403508772,0,0,0,0,0,0,0,2.105263158,0,0,0,0.701754386,0,0
17 [HFL17],52.083333,-57.866667,-1.376388909,-0.983611123,2.1875,0,0.3125,5.3125,0,0,0,0,14.0625,0,0,0.3125,0,0,0,0,0,0,0,0.9375,0,0,0,0,0,0.3125,0,0,0,0,0,0,0,73.75,0,0,1.25,0,0,0.3125,0,0,0,0.3125,0,0,0,0.625,0,0,0,0.3125,0,0
19 [HFL19],52.133333,-57.45,-1.32361113,-0.918888888,1.453488372,0,0,1.744186047,0,0,0,0,16.27906977,0,0,0,0,0,0,0,0,0,0,1.453488372,0,0,0,0,0,0.290697674,0,0,0,0,0,0,0,72.96511628,0,0,1.453488372,0,0,0.290697674,0,0,0,0,0,0,0,3.488372093,0,0,0,0.581395349,0,0
20 [HFL20],52.2,-57.55,-1.376388909,-0.983611123,2.985074627,0,0.248756219,3.233830846,0,0,0,0,14.92537313,0,0,0,0,0,0,0,0,0,0,5.970149254,0,0,1.741293532,0,0,0.746268657,0,0,0,0,0,0,0,56.71641791,0,0,1.741293532,0,0,0.248756219,0.746268657,0,0,0.248756219,0,0,0,9.452736318,0,0,0,0.746268657,0,0.248756219
21 [HFL21],53.616667,-60.9,-1.756944488,-1.305555605,2.657004831,0,0,3.8647343,0,0,0,0,5.555555556,0,0,0,0,0,0,0,0,0,0,0.966183575,0,0,0,0,0,0,0,0,0,0,0,0,0,82.85024155,0,0,1.449275362,0,0,0,0,0,0,0,0,0,0,2.173913043,0,0,0,0.483091787,0,0
22 [HFL22],53.616667,-60.75,-1.756944488,-1.305555605,2.356020942,0,0.523560209,1.832460733,0,0,0.261780105,0,9.685863874,0,0,0,0,0,0,0,0,0,0,1.047120419,0,0,0,0,0,0.261780105,0,0,0,0,0,0,0,80.89005236,0,0,1.047120419,0,0,0,0,0,0,0,0,0,0,1.047120419,0,0,0,1.047120419,0,0
23 [HFL23],53.633333,-60.683333,-1.756944488,-1.305555605,7.182320442,0,0.552486188,4.972375691,0,0,0.276243094,0,9.668508287,0,0,0,0.276243094,0,0,0,0,0,0,1.38121547,0,0,0,0,0,0,0,0,0,0,0,0,0,72.6519337,0,0,1.38121547,0,0,0,0,0,0,0.276243094,0,0,0,0.276243094,0,0,0,0.828729282,0.276243094,0
24 [HFL24],53.6,-60.616667,-1.756944488,-1.305555605,2.150537634,0,0.268817204,9.408602151,0,0,0,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0.268817204,0,0,0,0,0,0.806451613,0,0,0,0,0,0,0,75.2688172,0,0,0.537634409,0,0,0.537634409,0,0,0,0.268817204,0,0,0,1.344086022,0,0,0,0.806451613,0,0
25 [HFL25],53.683333,-60.316667,-1.239722253,-0.789166676,2.84629981,0,0,4.743833017,0,0,0.189753321,0,5.882352941,0,0,0.189753321,0,0,0,0,0,0,0,0.948766603,0,0,0,0,0,0,0,0,0.189753321,0,0,0,0,83.11195446,0,0,0.569259962,0,0,0.379506641,0,0,0,0,0,0,0,0.379506641,0,0,0,0.569259962,0,0
26 [HFL26],53.716667,-60.233333,-1.239722253,-0.789166676,1.464435146,0,0,5.648535565,0,0,0.209205021,0,7.112970711,0,0,0,0,0,0,0,0,0,0,1.255230126,0,0,0,0,0,0,0,0,0,0,0,0,0,81.79916318,0,0,1.673640167,0,0,0.209205021,0,0,0,0.209205021,0,0,0,0,0,0,0,0.418410042,0,0
27 [HFL27],54.716667,-60.15,-2.501111165,-2.034166719,1.234567901,0,0.49382716,3.703703704,0,0,0,0,6.419753086,0,0,0,0,0,0,0,0,0,0,1.481481481,0,0,0,0.24691358,0,0.24691358,0,0,0,0,0,0,0,82.96296296,0,0,1.234567901,0,0,0,0,0,0,0,0,0,0,0.740740741,0,0,0,1.234567901,0,0
HFL28,54.3,-61.133333,-2.620555589,-2.13833339,0.821917808,0,0,20.2739726,0,0,0,0,13.69863014,0,0,0,0,0,0,0,0,0,0,2.465753425,0,0,0,0,0,0,0,0,0,0,0,0,0,59.17808219,0,0,1.369863014,0,0,0.821917808,0,0,0,0,0,0.273972603,0,0.547945205,0,0,0,0.547945205,0,0
29 [HFL29],54.366667,-61.15,-2.620555589,-2.13833339,2.099737533,0,0,6.824146982,0,0,0.262467192,0,7.611548556,0,0,0,0,0,0,0,0,0,0,1.57480315,0,0,0,0,0,0.262467192,0,0,0,0,0,0,0,77.42782152,0,0,1.837270341,0,0,0.262467192,0,0,0,0,0,0.262467192,0,0.262467192,0,0,0,1.312335958,0,0
30 [HFL30],54.416667,-61.25,-2.620555589,-2.13833339,0,0,0,4.016064257,0,0,0.401606426,0,6.024096386,0,0,0,0,0,0,0.401606426,0,0,0,0.803212851,0,0,0.401606426,0,0,0.803212851,0,0,0,0,0,0,0,82.32931727,0,0,1.204819277,0,0,0.803212851,0.401606426,0,0,0,0,0,0.401606426,0,0,0,0,2.008032129,0,0
