"","site.name","lat","long","51.80","86.15","Abies","Acer","Alnus rubra","Alnus rugosa","AlnusXC","Aquifoliaceae","Arceuthobium","Artemisia","Asteraceae","Betula","Brassicaceae","Cactaceae","Carya","Caryophyllaceae","Castanea","Celtis","Cephalanthus","Chenopodiaceae/Amaranthaceae","Chrysolepis/Lithocarpus","Corylus","Cupressaceae","Cyperaceae","Dryas","Ephedra","Ericaceae","Fagus","Fraxinus nigra","Fraxinus pennsylvanica/americana","Iva","Juglans","Larix/Pseudotsuga","Larrea","Liquidambar","Minor Forbs","Myricaceae","Nyssa","Ostrya/Carpinus","Oxyria","Papaveraceae","Picea","Pinus diploxylon","Pinus haploxylon","Pinus undifferentiated","Plantaginaceae","Platanus","Poaceae","Poaeceae","Populus","Prosopis","Pteridium","Quercus","Rosaceae","Salix","Sarcobatus","Saxifraga","Sphagnum","Taxodium","Tilia","Total Fraxinus (sum of nigra/penn/undiff)","Total Lycopodium","Tsuga heterophylla","Tsuga mertensiana","Tsuga undifferentiated","Ulmus"
"935","Raylene's Bog",41.283333,-70.016667,10.8538890695199,11.5666668647486,0,0,0,7,0,0,0,0,0,23,0,0,4,0,0,0,0,0,0,7,0,25,0,0,6,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,1,22.5,6,0,61,0,0,0,0,103,7,0,0,0,1,0,0,2,0,0,0,0,1
"936","North Raylene's Bog",41.283333,-70.016667,10.8538890695199,11.5666668647486,0,2,0,2,0,0,0,0,0,22,0,0,2,0,0,0,42,0,0,5,0,20,0,0,5,2,0,0,0,2,0,0,0,0,51,0,0,0,0,0,5,1,31,5,0,62,0,0,0,0,78,5,0,0,0,2,0,0,4,0,0,0,1,2
"937","South Pout Pond",41.275,-70.05,10.8538890695199,11.5666668647486,0,13,0,0,0,0,0,2,0,18,0,0,0,1,0,0,0,0,0,9,0,1,0,0,26,4,0,0,0,0,0,0,0,0,36,30,0,0,0,0,2,0,13,0,0,13,0,0,0,0,130,21,0,0,0,5,0,0,1,0,0,0,2,0
"938","Slide Mountain Site 1",42,-74.4,9.15666682873335,9.83416681560792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"939","Slide Mountain Site 2",42,-74.4,9.15666682873335,9.83416681560792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"940","Slide Mountain Site 3",42,-74.4,9.15666682873335,9.83416681560792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"941","Slide Mountain Site 4",42,-74.4,9.15666682873335,9.83416681560792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"942","RB03A",57.758333,-76.305,-6.68250013610556,-6.0116667304602,0,0,0,4,117,0,0,5,0,163,0,0,0,0,0,0,0,1,0,0,0,30,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.5,3,1,2,0,0,12,0,0,0,0,0,0,1,0,0,20,0,0,0,4,0,0,0,0
"943","RB04B",57.725,-76.11,-6.68250013610556,-6.0116667304602,0,0,0,2,83,0,0,5,0,193,0,0,0,1,0,0,0,0,0,0,1,73,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.5,2,2,4,0,0,10,0,0,0,0,1,2,4,0,0,50,0,0,0,6,0,0,0,0
"944","RB06A",57.735,-76.146667,-6.68250013610556,-6.0116667304602,0,0,0,1,177,0,0,2,0,184,0,0,0,0,0,0,0,0,0,0,0,14,0,0,7,0,0,0,0,0,1,0,0,0,0,0,2,0,0,121.5,0,0,3,0,0,8,0,0,0,0,0,0,5,0,0,28,0,0,0,6,0,0,0,0
"945","Savage Lake",45.883333,-88.466667,4.50888897424771,5.0966667742158,1,10,0,0,5,0,0,1,1,89,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,30,0,0,0,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,23,14
"946","Fay Lake",45.866667,-88.633333,3.67388897943828,4.27916678900106,4,16,0,0,20,0,0,2,2,65,0,0,0,0,0,0,0,9,0,0,13,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,7,0,0,5,0,0,39,0,0,9,0,4,0,0,20,0,1,0,0,0,0,1,5,0,0,0,13,5
"947","Patten Lake",45.85,-88.416667,4.50888897424771,5.0966667742158,3,5,0,0,10,0,0,2,1,67,0,0,2,0,0,0,0,6,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,54,0,0,9,0,8,0,0,12,0,1,0,0,0,0,2,3,0,0,0,20,8
"948","No Name Lake",45.85,-88.366667,4.50888897424771,5.0966667742158,1,6,0,0,15,0,0,4,1,82,0,0,2,0,0,0,0,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,2,0,0,34,0,0,0,0,1,0,0,16,0,1,0,0,0,0,0,4,0,0,0,20,11
"949","Price Lake",45.85,-88.4,4.50888897424771,5.0966667742158,1,7,0,0,4,0,0,3,0,43,0,0,0,0,0,0,0,3,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,12,0,0,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,4
"950","Long Lake",45.833333,-88.666667,3.67388897943828,4.27916678900106,4,9,0,0,20,0,0,0,1,64,0,0,1,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,5,0,0,53,0,0,5,0,0,0,0,29,0,0,0,0,0,0,0,2,0,0,0,14,7
"951","The Albany Forks",51.03,-84.38,-0.932500006424058,-0.178611123147939,1,1,0,0,31,0,0,8,1,54,0,0,0,0,0,0,0,2,0,0,1,6,0,0,11,0,0,0,0,0,2,0,0,0,1,0,1,0,0,423,0,0,113,0,0,3,0,0,0,0,11,1,0,0,0,52,0,0,0,0,0,0,0,3
"952","Site 1 (Skinner 1973)",51.12,-84.05,-0.932500006424058,-0.178611123147939,1,0,0,0,25,0,0,3,0,37,0,0,0,0,0,0,0,2,0,0,0,4,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,375,0,0,97,0,0,3,0,1,0,0,3,0,1,1,0,14,0,0,0,0,0,0,1,0
"953","Site 2 (Skinner 1973)",51.22,-83.58,-0.978611160069708,-0.216666650109822,2,0,0,0,34,0,0,2,0,144,0,0,0,0,0,0,0,7,0,2,1,102,0,0,3,0,0,0,0,0,2,0,0,0,25,0,0,0,0,228,0,0,97,0,0,5,0,1,0,0,7,1,3,0,0,39,0,0,2,0,0,0,4,6
"954","Fishing Creek",51.95,-82.7,-1.42194446664718,-0.638611100303629,0,0,0,0,60,0,0,3,0,89,0,0,1,0,0,0,0,1,0,2,5,28,0,0,37,0,0,0,0,0,3,0,0,0,42,0,0,0,0,217,0,0,78,0,0,4,0,3,0,0,3,0,2,0,0,312,0,0,0,0,0,0,0,2
"955","Site 3 (Skinner 1973)",51.38,-84.72,-0.881666680922113,-0.144444448004166,0,1,0,0,50,0,0,10,1,79,0,0,0,0,0,0,0,6,0,3,1,13,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,0,282,0,0,120,0,0,1,0,0,0,0,9,0,0,0,0,231,0,0,1,0,0,0,0,6
"956","Imperial",51.311111,-105.383333,2.19444444612083,3.16000007341306,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,44,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"957","Cut Knife Hill",52.841944,-108.883333,1.22944448070808,2.18527780322151,2,0,0,0,16,0,0,58,2,23,0,0,0,0,0,0,0,14,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,84,0,0,18,0,89,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"958","Wakaw Lake",52.695833,-105.5625,0.643055574057831,1.57944447371281,0,0,0,0,22,0,0,42,3,18,0,0,0,1,0,0,0,36,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,71,0,0,31,0,79,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0
"959","Yellow Creek",52.716667,-105.216667,0.574166675098239,1.49611113516407,0,0,0,0,13,0,0,9,0,26,0,0,0,0,0,0,0,12,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,47,0,0,6,0,0,0,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0
"960","Midnight Lake Area",53.583333,-108.366667,-0.361111124687727,0.644166660681368,1,0,0,0,26,0,0,16,1,46,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,101,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"961","Midnight Lake Area (2)",53.6,-108.366667,-0.361111124687727,0.644166660681368,0,0,0,0,5,0,0,3,0,6,0,0,0,1,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,200,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"962","Turtle Lake Area",53.783333,-108.483333,-0.361111124687727,0.644166660681368,0,0,0,0,13,0,0,2,1,7,0,0,0,1,0,0,0,8,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,150,0,0,8,0,0,0,0,0,0,23,0,0,1,0,0,0,0,0,0,0,1
"963","Sand Lake Slough",53.345833,-105.808333,0.138611124994024,1.11555559618606,0,0,0,0,2,0,0,4,1,5,0,0,0,1,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,112,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"964","Mertock Lake",53.490278,-105.766667,0.138611124994024,1.11555559618606,0,0,0,0,19,0,0,19,4,24,0,0,0,0,0,0,0,14,0,1,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,89,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"965","Weirdale",53.479167,-105.255556,0.0775000037211505,1.03666671822882,0,0,0,0,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,61,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0
"966","Emma Lake Area",53.558333,-105.866667,-0.149444442573521,0.856666677217518,0,0,0,0,7,0,0,8,4,20,0,0,0,0,0,0,0,5,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,111,0,0,2,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0
"967","Tweedamuir",53.566667,-105.933333,-0.149444442573521,0.856666677217518,2,0,0,0,36,0,0,11,0,35,0,0,0,0,0,0,0,6,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,41,0,0,5,0,33,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"968","Waskesiu",53.833333,-106.066667,-0.415277781875599,0.613888899775015,0,0,0,0,35,0,0,7,2,27,0,0,0,0,0,0,0,11,0,0,0,186,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,103,0,0,6,0,0,0,0,1,1,3,0,0,93,0,0,0,0,0,0,0,0
"969","Mile 0 Lac la Ronge Highway",53.933333,-106,-0.149444442573521,0.856666677217518,0,0,0,0,12,0,0,3,1,13,0,0,0,0,0,0,0,3,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,122,0,0,8,0,0,0,0,1,0,12,0,0,135,0,0,0,0,0,0,0,0
"970","Mile 10 Lac la Ronge Highway",54.016667,-105.8,-0.790833342240918,0.234166681890685,3,0,0,0,10,0,0,14,1,11,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,75,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"971","Mile 12 Lac la Ronge Highway",54.033333,-105.816667,-0.790833342240918,0.234166681890685,0,0,0,0,51,0,0,21,2,87,0,0,0,0,0,0,0,5,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42,0,0,40,0,0,2,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0
"972","Mile 18 Lac la Ronge Highway",54.05,-105.716667,-0.790833342240918,0.234166681890685,1,0,0,0,2,0,0,8,0,6,0,0,0,0,0,0,0,1,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,42,0,0,6,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"973","Mile 19 Lac la Ronge Highway",54.066667,-105.7,-0.790833342240918,0.234166681890685,2,0,0,0,2,0,0,3,7,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,126,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"974","Mile 38 Lac la Ronge Highway",54.283333,-105.516667,-0.790833342240918,0.234166681890685,0,0,0,0,9,0,0,19,3,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,104,0,0,13,0,0,0,0,0,1,27,0,0,2,0,0,0,0,0,0,0,0
"975","Mile 49 Lac la Ronge Highway",54.433333,-105.2,-1.04472226262507,-0.0550000120782202,3,0,0,0,13,0,0,3,0,18,0,0,0,0,0,0,0,2,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0
"976","Mile 58 Lac la Ronge Highway",54.55,-105.55,-1.16444446111305,-0.126666658868393,1,0,0,0,17,0,0,2,0,16,0,0,0,0,0,0,0,6,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,138,0,0,7,0,0,0,0,0,0,2,0,0,362,0,0,0,0,0,0,0,0
"977","Mile 60 Lac la Ronge Highway",54.575,-105.533333,-1.16444446111305,-0.126666658868393,0,0,0,0,25,0,0,14,0,39,0,0,0,0,0,0,0,11,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,91,0,0,8,0,0,0,0,0,3,6,0,0,2,0,0,0,0,0,0,0,0
"978","Mile 74 Lac la Ronge Highway",54.733333,-105.433333,-1.44222227386717,-0.422500007723771,0,0,0,0,16,0,0,4,0,44,0,0,0,0,0,0,0,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,103,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0
"979","Mile 88 Lac la Ronge Highway",54.916667,-105.35,-1.44222227386717,-0.422500007723771,1,0,0,0,19,0,0,10,1,48,0,0,0,0,0,0,0,7,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,91,0,0,54,0,0,2,0,0,0,0,0,0,2,0,0,108,0,0,0,0,0,0,0,0
"980","Mile 98 Lac la Ronge Highway",55.05,-105.316667,-1.1913888996467,-0.185555539176697,2,0,0,0,32,0,0,1,1,26,0,0,0,0,0,0,0,5,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,0,0,102,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0
"981","Cycloid Lake Area",55.25,-105.266667,-1.1913888996467,-0.185555539176697,0,0,0,0,41,0,0,6,1,75,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,71,0,0,1,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0
"982","Cree Lake Area",57.8,-105.683333,-3.39138891978397,-2.34555560807801,0,0,0,0,52,0,0,6,0,20,0,0,0,0,0,0,0,1,0,0,0,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,220,0,0,0,0,1,0,0,0,2,1,0,0,129,0,0,0,0,0,0,0,0
"983","Stony Rapids Area",59.5,-105.75,-4.80000008044558,-3.73305561302437,0,0,0,0,281,0,0,1,1,58,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,65,0,0,92,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0
"984","Selwyn Lake Area",60.2,-105.383333,-6.70694458052103,-5.54416678465075,1,0,0,0,76,0,0,7,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,71,0,0,101,0,0,2,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0
"985","Small Tree Lake Area",61.1,-104.883333,-7.90666678191888,-6.75888896125059,0,0,0,0,64,0,0,7,1,35,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,56,0,0,2,0,0,0,0,0,3,0,0,0,39,0,0,0,0,0,0,0,0
"986","Casummit Lake",51.47733,-92.372485,-0.101944426467849,0.808055592162743,5,0,0,0,44,0,0,6,0,44,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,96,73,3,49,0,0,7,0,1,0,0,4,1,2,0,0,7,0,0,0,2,0,0,0,0
"987","Woman Lake",51.19909,-92.754195,0.107222225496337,1.06194444770614,3,0,0,0,24,0,0,3,0,15,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,62,6,96,0,0,11,0,0,0,0,2,1,5,0,0,4,0,0,0,2,0,0,0,1
"988","Uchi Lake",51.049315,-92.58798,0.107222225496337,1.06194444770614,3,0,0,0,38,0,0,8,0,56,0,0,1,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,1,0,1,0,0,132,97,3,79,0,0,3,0,1,0,0,3,1,2,2,0,6,0,0,2,0,0,0,0,1
"989","Red Lake East Bay",51.163665,-93.697995,0.778333347828853,1.75361115340558,3,0,0,0,17,0,0,9,0,21,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,132,103,6,112,0,0,2,0,0,0,0,1,0,2,0,0,2,0,0,0,3,0,0,0,1
"990","Red Lake",51.066805,-94.01576,0.713611094301771,1.68888894253307,4,3,0,0,22,0,0,1,0,10,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,85,124,7,53,0,1,3,0,2,0,0,2,0,3,0,0,10,0,0,1,2,0,0,0,0
"991","Snib Lake",50.99769,-93.868625,0.902777782517175,1.87166670306275,8,0,0,0,24,0,0,3,0,21,0,0,0,0,0,0,0,4,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,144,150,6,34,0,0,7,0,2,0,0,6,1,1,0,0,2,0,0,1,2,0,0,0,0
"992","Unnamed Lake",50.9242,-93.769625,0.902777782517175,1.87166670306275,0,0,0,0,33,0,0,4,0,47,0,0,0,0,0,0,0,3,0,0,0,9,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60,141,3,17,0,0,9,0,2,0,0,3,0,4,0,0,3,0,0,0,2,0,0,0,1
"993","Red Lake, Pipestone Bay",51.068485,-94.217505,0.713611094301771,1.68888894253307,1,0,0,0,9,0,0,5,0,4,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,102,7,77,0,0,7,0,0,0,0,2,0,2,0,0,8,0,0,1,1,0,0,0,0
"994","Bamaji Lake",51.122035,-91.452615,0.157777798941566,0.986111133442158,2,0,0,0,5,0,0,3,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,63,120,4,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0
"995","Unnamed bog west of Nungesser Lake",51.433333,-93.716667,0.778333347828853,1.75361115340558,0,0,0,0,15,0,0,3,0,27,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"996","Stand 1 (Mack and Bryant 1974]",47.43,-118.96,10.4072224015163,10.7450002020432,0,0,0,0,28,0,0,328,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"997","Stand 2 (Mack and Bryant 1974]",47.45,-118.75,10.4072224015163,10.7450002020432,0,0,0,0,10,0,0,209,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"998","Stand 3 (Mack and Bryant 1974]",47.21,-119.41,10.3366668638049,10.7261113206959,0,0,0,0,42,0,0,199,0,0,0,0,0,0,0,0,0,94,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"999","Stand 4 (Mack and Bryant 1974]",47.35,-118.68,10.4072224015163,10.7450002020432,0,0,0,0,5,0,0,332,0,0,0,0,0,0,0,0,0,71,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,0,0,214,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000","Stand 5 (Mack and Bryant 1974]",46.73,-117.13,9.78972242371076,10.3694446178567,0,0,0,0,21,0,0,5,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,716,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1001","Stand 6 (Mack and Bryant 1974]",47.13,-118.58,10.4072224015163,10.7450002020432,0,0,0,0,41,0,0,359,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1002","Stand 7 (Mack and Bryant 1974]",46.88,-119.6,10.8219446679991,11.2325002309763,0,0,0,0,26,0,0,539,0,0,0,0,0,0,0,0,0,173,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"1003","Stand 8 (Mack and Bryant 1974]",46.8,-118.65,10.4836113044578,10.9344446304565,0,0,0,0,15,0,0,528,0,0,0,0,0,0,0,0,0,244,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,96,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1004","Stand 9 (Mack and Bryant 1974]",47.63,-118.86,9.976666847306,10.3394446412515,0,0,0,0,16,0,0,420,0,5,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,218,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1005","Stand 10 (Mack and Bryant 1974]",46.8,-119.13,11.0147224255941,11.3919446331966,0,0,0,0,20,0,0,602,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1006","Stand 11 (Mack and Bryant 1974]",47.15,-119.75,10.1711112853347,10.5894446436523,0,0,0,0,16,0,0,440,0,0,0,0,0,0,0,0,0,110,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,277,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"1007","Stand 12 (Mack and Bryant 1974]",46.53,-120.26,9.81972240691798,10.330833535807,5,0,0,0,56,0,0,269,0,0,0,0,0,0,0,0,0,132,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,426,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1008","Stand 13 (Mack and Bryant 1974]",46.81,-117.23,9.78972242371076,10.3694446178567,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,694,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"1009","Stand 14 (Mack and Bryant 1974]",47.7,-118.7,9.976666847306,10.3394446412515,0,0,0,0,36,0,0,337,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,495,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1010","Stand 15 (Mack and Bryant 1974]",46.5,-118.93,11.6977779972057,12.2413890901953,0,0,0,0,35,0,0,86,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,429,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1011","Stand 16 (Mack and Bryant 1974]",46.53,-119.88,10.8219446679991,11.2325002309763,10,0,0,0,5,0,0,418,0,0,0,0,0,0,0,0,0,122,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,301,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1012","Stand 17 (Mack and Bryant 1974]",47.15,-119.43,10.3366668638049,10.7261113206959,0,0,0,0,26,0,0,94,0,0,0,0,0,0,0,0,0,177,0,0,5,10,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,21,0,0,302,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
