"","site.name","lat","long","51.80","86.15","Abies","Acer","Alnus rubra","Alnus rugosa","AlnusXC","Aquifoliaceae","Arceuthobium","Artemisia","Asteraceae","Betula","Brassicaceae","Cactaceae","Carya","Caryophyllaceae","Castanea","Celtis","Cephalanthus","Chenopodiaceae/Amaranthaceae","Chrysolepis/Lithocarpus","Corylus","Cupressaceae","Cyperaceae","Dryas","Ephedra","Ericaceae","Fagus","Fraxinus nigra","Fraxinus pennsylvanica/americana","Iva","Juglans","Larix/Pseudotsuga","Larrea","Liquidambar","Minor Forbs","Myricaceae","Nyssa","Ostrya/Carpinus","Oxyria","Papaveraceae","Picea","Pinus diploxylon","Pinus haploxylon","Pinus undifferentiated","Plantaginaceae","Platanus","Poaceae","Poaeceae","Populus","Prosopis","Pteridium","Quercus","Rosaceae","Salix","Sarcobatus","Saxifraga","Sphagnum","Taxodium","Tilia","Total Fraxinus (sum of nigra/penn/undiff)","Total Lycopodium","Tsuga heterophylla","Tsuga mertensiana","Tsuga undifferentiated","Ulmus"
"228","Site 30 (Delcourt  et al. 1983)",31.4,-83.33,18.897500275241,19.1052780681186,0,0,0,0,2,0,0,0,49,0,2,0,24,0,0,0,0,8,0,0,7,8,0,0,0,0,0,0,0,1,0,0,2,1,16,1,0,0,0,0,19,0,192,0,0,172,0,0,0,0,35,14,0,0,0,1,1,0,1,0,0,0,0,3
"229","Site 31 (Delcourt  et al. 1983)",31.21,-82.85,18.9055558482806,19.1825003120634,0,3,0,0,1,0,0,0,2,1,0,0,5,0,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,1,0,43,19,0,0,0,0,20,0,158,0,0,17,0,0,0,0,37,0,1,0,0,1,1,0,0,0,0,0,0,0
"230","Site 32 (Delcourt  et al. 1983)",31.75,-81.38,19.2166669236289,19.7308336337408,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,3,13,0,0,0,0,0,0,0,0,0,0,3,0,40,2,0,0,0,0,32,0,158,0,0,83,0,0,0,0,53,7,0,0,0,0,0,0,5,0,0,0,0,1
"231","Site 33 (Delcourt  et al. 1983)",32.4,-82.3,18.3327780392435,18.6916669289271,0,3,0,0,1,0,0,0,8,0,0,0,6,0,0,0,0,6,0,0,0,10,0,0,4,0,0,0,0,0,0,0,4,1,16,4,0,0,0,0,63,0,135,0,0,224,0,2,0,0,42,13,10,0,0,1,0,0,2,0,0,0,0,3
"232","Site 34 (Delcourt  et al. 1983)",33.46,-82.68,16.9963892072439,17.4155558526516,0,0,0,0,1,0,0,0,1,3,2,0,15,0,0,0,0,6,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,22,0,196,0,0,48,0,0,0,0,60,0,2,0,0,0,0,0,0,0,0,0,0,2
"233","Site 35 (Delcourt  et al. 1983)",33.55,-83.25,16.7011113994651,17.2727780342102,0,0,0,0,0,0,0,0,2,0,0,0,15,0,0,0,1,10,0,0,0,11,0,0,0,0,0,0,0,1,0,0,7,0,1,1,0,0,0,0,32,0,185,4,0,235,0,0,0,0,38,0,0,0,0,0,0,0,1,0,0,0,0,0
"234","Site 36 (Delcourt  et al. 1983)",32.62,-84.25,17.7038891739316,18.1052781038814,0,0,0,0,1,0,0,0,6,0,0,0,13,1,0,0,0,3,0,0,0,27,0,0,0,1,0,0,0,1,0,0,7,0,1,2,2,0,0,0,26,0,226,0,0,47,0,0,0,0,18,0,0,0,0,0,0,0,2,0,0,0,0,1
"235","Site 37 (Delcourt  et al. 1983)",36.11,-80.17,14.1538891262271,14.7083335643427,0,1,0,0,2,0,0,0,0,2,0,0,3,0,0,0,0,2,0,1,1,21,0,0,0,0,0,0,0,1,0,0,4,0,1,0,6,0,0,0,72,0,128,2,0,28,0,0,0,1,86,1,1,0,0,0,0,0,6,0,0,0,0,4
"236","Site 38 (Delcourt  et al. 1983)",36.07,-79.05,14.2844446990225,14.7972224892221,0,2,0,0,1,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,3,34,0,0,0,0,0,0,0,2,0,0,5,0,4,2,0,0,0,0,50,0,94,55,0,139,0,0,0,0,117,2,0,0,0,0,0,0,2,0,0,0,0,12
"237","Site 39 (Delcourt  et al. 1983)",36.01,-78.03,14.2694446858433,14.6572224379414,0,1,0,0,2,0,0,0,15,0,0,0,6,1,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,54,0,168,4,0,22,0,0,0,0,62,0,0,0,0,0,0,0,2,0,0,0,0,3
"238","Site 40 (Delcourt  et al. 1983)",36.43,-77.63,14.7122224537449,15.0958335731799,0,2,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,26,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,72,0,180,2,0,87,0,0,0,0,32,0,0,0,0,0,0,0,1,0,0,0,0,9
"239","Site 41 (Delcourt  et al. 1983)",35.77,-79.15,14.7625002433856,15.2786113588346,0,3,0,0,2,0,0,0,1,0,0,0,18,1,0,2,0,4,0,0,8,4,0,0,0,0,0,0,0,0,0,0,11,3,0,2,2,0,0,0,18,1,68,1,0,25,0,0,0,0,139,1,0,0,0,0,0,0,2,0,0,0,0,23
"240","Site 42 (Delcourt  et al. 1983)",35.91,-78.55,15.3419446912077,15.7505558335119,0,4,0,0,7,0,0,0,4,7,0,0,5,0,0,2,0,1,0,0,1,12,0,0,0,1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,39,0,124,0,0,155,0,0,0,0,69,4,0,0,0,0,0,0,10,0,0,0,0,18
"241","Site 43 (Delcourt  et al. 1983)",35.94,-76.53,15.8836114052269,16.3886113882065,0,4,0,0,0,0,0,0,6,1,0,0,38,1,0,0,0,1,0,0,15,7,0,0,0,2,0,0,0,0,0,0,22,0,2,2,6,0,0,0,19,0,68,0,0,61,0,0,0,0,117,1,0,0,0,1,1,0,7,0,0,0,0,4
"242","Site 44 (Delcourt  et al. 1983)",34.73,-76.85,17.2683336297671,17.7761113935047,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,123,0,172,0,0,126,0,0,0,0,18,1,0,0,0,0,0,0,1,0,0,0,0,0
"243","Site 45 (Delcourt  et al. 1983)",34.5,-79.33,17.0763891806205,17.5630557609929,0,2,0,0,1,0,0,0,3,0,0,0,6,0,3,0,0,10,0,3,8,5,0,0,0,0,0,0,0,0,0,0,37,0,0,5,4,0,0,0,37,0,126,0,0,110,0,2,0,0,72,0,1,0,0,0,0,0,4,0,0,0,0,2
"244","Site 46 (Delcourt  et al. 1983)",33.55,-81.82,17.1747224979931,17.5844447003471,0,3,0,0,0,0,0,0,2,0,0,0,1,1,3,4,0,4,0,0,1,1,0,0,4,0,0,0,0,0,0,0,10,1,5,0,2,0,0,0,73,0,147,3,1,24,0,0,0,0,46,3,0,0,0,0,1,0,2,1,0,0,0,5
"245","Site 47 (Delcourt  et al. 1983)",33.21,-80.37,17.5391669670741,18.025278087457,0,9,0,0,2,0,0,0,0,0,0,0,21,0,0,1,0,2,0,0,17,4,0,0,0,0,0,0,0,1,0,0,17,0,3,1,23,0,0,0,32,0,122,0,0,10,0,0,0,0,45,0,0,0,0,0,0,0,2,1,0,0,0,11
"246","Site 48 (Delcourt  et al. 1983)",33.06,-79.95,18.0602780812317,18.6083336485757,0,0,0,0,2,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,75,12,0,0,4,0,0,0,0,0,0,0,19,2,0,1,9,0,0,0,41,0,71,0,0,15,0,0,0,0,64,0,6,0,0,0,8,0,4,0,0,0,0,3
"247","Site 49 (Delcourt  et al. 1983)",33.72,-78.88,17.5938891960515,18.0438891662492,0,7,0,0,0,0,0,0,3,1,1,0,7,0,0,2,0,0,0,0,17,25,0,0,0,0,0,0,0,0,0,0,6,0,4,0,12,0,0,0,34,0,171,9,1,36,0,0,0,0,31,2,1,0,0,0,0,0,4,0,0,0,0,5
"248","Site 50 (Delcourt  et al. 1983)",32.93,-79.72,18.3727780905035,18.949166946941,0,2,0,0,3,0,0,0,3,0,0,0,2,1,0,0,0,8,0,1,7,35,0,0,16,0,0,0,0,0,0,0,15,0,9,1,2,0,0,0,64,0,166,0,0,43,0,0,0,0,60,3,1,0,0,0,1,0,3,0,0,0,0,12
"249","Site 51 (Delcourt  et al. 1983)",34.51,-93.27,16.4677780290445,16.804722483125,0,2,0,0,0,0,0,0,3,5,0,0,21,1,0,4,0,3,0,1,0,10,0,0,0,0,0,0,0,1,0,0,3,0,0,3,23,0,0,0,7,0,88,0,0,11,0,0,0,0,138,0,0,0,0,0,0,0,21,0,0,0,0,13
"250","Site 52 (Delcourt  et al. 1983)",34.54,-92.68,16.7244447154096,17.0658335858749,0,2,0,0,0,0,0,0,3,1,0,0,16,0,0,2,0,1,0,0,4,9,0,0,0,0,0,0,0,0,0,0,18,0,0,0,4,0,0,0,50,0,90,1,0,16,0,0,0,0,13,1,0,0,0,0,0,0,6,2,0,0,0,9
"251","Site 53 (Delcourt  et al. 1983)",33.48,-94.42,17.6397225004104,18.0669447395537,0,1,0,0,0,0,0,0,31,0,0,0,27,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,42,0,2,4,5,0,0,0,24,0,47,0,0,627,0,0,0,0,134,1,0,0,0,0,0,0,11,0,0,0,0,19
"252","Site 54 (Delcourt  et al. 1983)",33.37,-93.48,17.8511113948292,18.2497225357427,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,15,0,4,0,9,0,0,0,81,0,94,0,0,16,0,2,0,0,72,0,3,0,0,0,0,0,10,0,0,0,0,6
"253","Site 55 (Delcourt  et al. 1983)",33.11,-92.32,17.6941669435965,18.0644447671043,0,1,0,0,0,0,0,0,2,0,0,0,8,0,0,1,0,0,0,0,1,3,0,0,0,4,0,0,0,0,0,0,16,0,1,1,17,0,0,0,26,0,109,0,1,18,0,1,0,2,96,3,5,0,0,0,0,0,15,0,0,0,0,6
"254","Site 56 (Delcourt  et al. 1983)",33.01,-91.63,17.6286114078429,18.0088891877068,0,4,0,0,0,0,0,0,0,2,0,0,21,0,0,0,0,4,0,0,45,11,0,0,0,3,0,0,0,0,0,0,7,0,0,8,8,0,0,0,16,0,19,0,1,1790,0,2,0,0,102,1,27,0,0,0,1,0,19,0,0,0,0,7
"255","Site 57 (Delcourt  et al. 1983)",32.53,-92.33,17.8925003147788,18.2705558604664,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,1,0,0,16,0,0,0,8,0,0,0,37,0,110,0,0,13,0,0,0,0,120,0,3,0,0,0,0,0,7,0,0,0,0,6
"256","Site 58 (Delcourt  et al. 1983)",32.58,-93.2,18.1466669241587,18.5752780483829,0,0,0,0,0,0,0,0,6,0,0,0,27,0,0,1,0,1,0,0,6,0,0,0,0,3,0,0,0,1,0,0,35,0,0,2,25,0,0,0,33,0,68,0,0,48,0,0,0,0,76,0,1,0,0,0,0,0,17,0,0,0,0,8
"257","Site 59 (Delcourt  et al. 1983)",32.49,-94.37,18.3658336407609,18.7875003284878,0,0,0,0,0,0,0,0,2,2,0,0,17,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,39,0,0,0,14,0,0,0,52,0,64,0,0,59,0,0,0,0,91,0,2,0,0,0,0,0,20,0,0,0,0,15
"258","Site 60 (Delcourt  et al. 1983)",32.87,-80.27,18.3597225129604,18.9075002325906,0,23,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,3,1,13,0,0,0,0,0,0,0,0,0,0,33,0,11,0,3,0,0,0,53,0,108,0,0,13,0,0,0,0,50,3,1,0,0,0,0,0,2,0,0,0,0,6
"259","Site 61 (Delcourt  et al. 1983)",31.82,-91.2,18.944166921907,19.2825002935198,0,0,0,0,1,0,0,0,1,0,0,0,9,1,0,2,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,12,1,1,0,13,0,0,0,51,0,146,0,0,26,0,0,0,0,55,2,2,0,0,0,0,0,12,0,0,0,0,11
"260","Site 62 (Delcourt  et al. 1983)",31.51,-93.57,18.7505558735795,19.1930558549033,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,6,0,3,0,12,0,0,0,86,0,157,0,0,24,0,0,0,0,35,1,0,0,0,0,0,0,11,0,0,0,0,5
"261","Site 63 (Delcourt  et al. 1983)",30.5,-92.83,19.9230559017923,20.3883336544037,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,17,3,1,1,8,0,0,0,18,0,62,0,0,17,0,0,0,0,201,0,5,0,0,0,0,0,1,0,0,0,0,4
"262","Site 64 (Delcourt  et al. 1983)",30.13,-93.72,19.9725002884865,20.4363892528746,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,58,9,0,0,0,0,0,0,0,0,0,0,8,1,21,0,10,0,0,0,27,0,80,0,0,48,0,0,0,0,23,1,62,0,0,0,0,0,8,0,0,0,0,2
"263","Site 65 (Delcourt  et al. 1983)",32.24,-81.68,18.5227780739466,19.0191669742266,0,0,0,0,1,0,0,0,3,1,0,0,7,0,0,0,0,2,0,0,1,6,0,0,4,0,0,0,0,0,0,0,7,0,25,9,1,0,0,0,54,0,156,0,0,74,0,0,0,0,61,0,0,0,0,15,0,0,1,0,0,0,0,0
"264","Site 66 (Delcourt  et al. 1983)",30.82,-85.37,19.276944788297,19.5100003229247,0,2,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,10,9,0,0,32,6,0,0,0,0,0,0,13,0,0,29,0,0,0,0,11,0,52,0,0,64,0,0,0,0,65,3,1,0,0,1,1,0,6,0,0,0,0,0
"265","Site 67 (Delcourt  et al. 1983)",31.79,-85.88,18.2102780653371,18.5158336639404,0,0,0,0,5,0,0,0,3,2,0,0,11,0,0,0,0,1,0,0,6,9,0,0,4,2,0,0,0,0,0,0,6,0,5,2,4,0,0,0,21,0,74,0,0,7,0,0,0,0,173,0,0,0,0,0,0,0,2,0,0,0,0,1
"266","Site 68 (Delcourt  et al. 1983)",32.28,-86.77,18.3563891649246,18.6238892171118,0,0,0,0,0,0,0,0,9,0,0,0,13,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,95,0,156,0,0,54,0,0,0,0,26,0,1,0,0,0,0,0,0,0,0,0,0,5
"267","Site 69 (Delcourt  et al. 1983)",29.93,-94.28,20.4533336771859,20.941111433506,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,1,1,0,2,0,0,0,37,0,214,0,0,6,0,0,0,0,30,0,1,0,0,0,0,0,11,0,0,0,0,0
"268","Site 70 (Delcourt  et al. 1983)",30.34,-91.72,19.9752780848079,20.3752780834834,0,2,0,0,0,0,0,0,6,0,0,0,17,0,0,2,0,1,0,0,23,13,0,0,0,1,0,0,0,0,0,0,3,0,1,0,4,0,0,0,8,5,0,0,0,22,0,0,0,0,58,1,114,0,0,0,0,0,62,0,0,0,0,9
"269","Site 71 (Delcourt  et al. 1983)",29.78,-91.53,20.1713892141978,20.5577780922254,0,11,0,0,1,0,0,0,7,0,0,0,2,0,0,2,0,2,0,0,86,4,0,0,0,0,0,0,0,0,0,0,43,0,1,2,7,0,0,0,0,0,1,0,0,53,0,0,0,0,87,0,17,0,0,0,0,0,41,0,0,0,0,10
"270","Site 72 (Delcourt  et al. 1983)",29.67,-91.03,20.1441669623057,20.5766669631004,0,6,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,2,0,0,230,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,5,0,0,19,0,0,0,0,24,1,10,0,0,0,0,0,24,0,0,0,0,0
"271","Site 73 (Delcourt  et al. 1983)",29.78,-90.52,20.0680558946398,20.4775003314018,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,4,1,26,0,0,153,24,0,0,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,0,3,0,10,0,0,123,0,0,0,0,36,0,29,0,0,0,0,0,39,0,0,0,0,0
"272","Site 74 (Delcourt  et al. 1983)",33.61,-85.82,15.9463891597258,16.3102780616946,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,4,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,102,0,160,0,0,19,0,0,0,0,35,0,0,0,0,3,0,0,3,0,0,0,0,2
"273","Site 75 (Delcourt  et al. 1983)",30.47,-90.42,19.9227780832185,20.2847225189209,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,2,0,0,5,6,0,0,0,1,0,0,0,0,0,0,10,1,43,2,8,0,0,0,28,0,113,0,0,134,0,0,0,0,85,1,0,0,0,0,0,0,11,0,0,0,0,2
"274","Site 76 (Delcourt  et al. 1983)",29.88,-89.98,20.5336114419831,20.8736114475462,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,8,6,15,0,0,117,20,0,0,0,0,0,0,0,0,0,0,1,0,3,1,3,0,0,0,11,0,37,0,0,72,0,0,0,0,22,1,49,0,0,0,1,0,46,0,0,0,0,0
"275","Site 77 (Delcourt  et al. 1983)",30.2,-90.42,19.9227780832185,20.2847225189209,0,2,0,0,0,0,0,0,11,0,0,0,3,0,2,4,0,1,0,0,184,5,0,0,0,2,0,0,0,0,0,0,13,0,2,2,2,0,0,0,7,0,10,0,0,30,0,0,0,0,44,0,32,0,0,0,0,0,20,0,0,0,0,4
"276","Site 78 (Delcourt  et al. 1983)",30.3,-89.83,19.9750003708734,20.2947225173315,0,0,0,0,1,0,0,0,4,0,0,0,3,0,0,1,0,3,0,0,8,3,0,0,0,1,0,0,0,1,0,0,10,0,29,1,14,0,0,0,66,0,99,1,0,107,0,0,0,0,55,0,5,0,0,0,0,0,7,0,0,0,0,1
"277","Site 79 (Delcourt  et al. 1983)",34.63,-87.27,15.4219446840386,15.8672224846565,0,0,0,0,3,0,0,0,2,2,0,0,16,0,1,1,0,1,0,0,4,3,0,0,0,2,0,0,0,4,0,0,6,0,1,2,3,0,0,0,71,0,53,1,1,68,0,0,0,0,124,2,3,0,0,0,0,0,10,0,0,0,0,8
"278","Site 80 (Delcourt  et al. 1983)",34.83,-91.48,16.2344446612108,16.5725002721573,0,0,0,0,0,0,0,0,4,0,0,0,49,1,0,9,0,7,0,0,18,16,0,0,0,1,0,0,0,1,0,0,7,7,0,0,3,0,0,0,5,0,24,0,0,90,0,0,0,0,137,1,16,0,0,0,0,0,22,0,0,0,0,21
"279","Site 81 (Delcourt  et al. 1983)",35.17,-91.75,16.1944447118789,16.597778087606,0,0,0,0,0,0,0,0,4,1,0,0,26,1,0,2,1,5,0,0,4,19,0,0,0,1,0,0,0,0,0,0,19,0,1,0,7,0,0,0,12,0,7,3,0,179,0,0,0,0,200,0,5,0,0,0,0,0,34,0,0,0,0,12
"280","Site 82 (Delcourt  et al. 1983)",35.18,-92.72,16.5055558416579,16.882222494483,0,0,0,0,0,0,0,0,1,1,0,0,19,0,0,0,0,1,0,0,16,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,18,0,161,0,0,21,0,0,0,0,63,0,2,0,0,0,0,0,19,0,0,0,0,4
"281","Site 83 (Delcourt  et al. 1983)",35.78,-93.8,14.9077780396988,15.3572224890192,0,0,0,0,0,0,0,0,0,3,0,0,23,0,0,1,0,2,0,0,4,5,0,0,0,0,0,0,0,20,0,0,12,1,0,1,10,0,0,0,32,0,41,20,0,30,0,0,0,0,150,1,0,0,0,0,0,0,19,0,0,0,0,12
"282","Site 84 (Delcourt  et al. 1983)",36.1,-93.73,14.788333598069,15.2525002414154,0,1,0,0,1,0,0,0,5,2,0,0,21,0,0,1,0,3,0,0,5,3,0,0,0,0,0,0,0,4,0,0,2,0,0,0,7,0,0,0,11,0,24,3,3,63,0,0,0,0,185,0,6,0,0,0,0,0,29,0,0,0,0,15
"283","Site 85 (Delcourt  et al. 1983)",36.43,-94.07,14.5522224403297,15.0616669299909,0,1,0,0,0,0,0,0,5,2,0,0,10,0,0,0,0,5,0,0,7,1,0,0,0,0,0,0,0,6,0,0,1,0,1,0,1,0,0,0,5,0,14,0,1,47,0,0,0,0,221,0,0,0,0,0,0,0,28,0,0,0,0,5
"284","Site 86 (Delcourt  et al. 1983)",35.23,-94.33,15.9680557951952,16.3611113877346,0,1,0,0,2,0,0,0,0,1,0,0,18,4,0,1,0,3,0,0,9,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,22,0,42,5,0,123,0,0,0,0,167,1,0,0,0,0,0,0,28,0,0,0,0,28
"285","Site 87 (Delcourt  et al. 1983)",34.73,-94.07,15.5594447134684,15.9302780487057,0,1,0,0,2,0,0,0,0,0,0,0,24,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,10,0,0,0,5,0,112,0,0,84,0,0,0,0,119,0,1,0,0,0,0,0,7,0,0,0,0,22
"286","Site 88 (Delcourt  et al. 1983)",31.1,-88.77,18.9250003311369,19.1463891877068,0,0,0,0,1,0,0,0,0,1,0,0,6,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,8,0,2,0,9,0,0,0,37,0,160,0,0,45,0,0,0,0,58,2,2,0,0,0,0,0,1,0,0,0,0,0
"287","Site 89 (Delcourt  et al. 1983)",32.32,-89.68,17.8744447158443,18.1883336318864,0,0,0,0,0,0,0,1,0,1,0,0,13,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,17,0,0,2,2,0,0,0,62,0,151,0,0,15,0,0,0,0,146,0,0,0,0,0,0,0,4,0,0,0,0,4
"288","Site 90 (Delcourt  et al. 1983)",32.43,-88.03,18.0313892059856,18.3325003094143,0,0,0,0,0,0,0,0,16,1,0,0,20,0,0,4,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,14,0,1,0,11,0,0,0,23,0,66,0,0,12,0,0,0,0,153,0,1,0,0,0,0,0,5,0,0,0,0,11
"289","Site 91 (Delcourt  et al. 1983)",30.11,-94.4,19.998333632946,20.4750003258387,0,3,0,0,0,0,0,0,10,0,4,0,18,0,0,0,0,1,0,0,1,25,0,0,0,0,0,0,0,0,0,0,10,2,6,2,13,0,0,0,18,0,121,0,0,45,0,0,0,0,62,1,0,0,0,0,0,0,6,0,0,0,0,6
"290","Deer Lake Bog",44.033333,-71.833333,2.89000004678965,3.57527782848726,15,7,0,0,13,0,0,1,0,169,0,0,1,22,0,0,0,3,0,54,5,9,0,0,3,19,0,0,0,0,0,0,0,0,2,0,2,0,0,4,0,5,46,2,1,28,0,4,0,0,24,5,2,0,0,0,0,0,8,5,0,0,9,10
"291","Devils Lake",43.4178,-89.73205,7.01250016594099,7.72444455191079,0,0,0,0,2,0,0,4,2,26,0,0,14,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,36,0,0,2,0,0,0,0,145,0,3,0,0,0,0,0,0,0,0,0,0,2
"292","Dismal Swamp (4)",36.65,-76.479167,15.2830558123688,15.7922224801448,0,7,0,0,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,182,1,0,0,3,1,0,0,0,0,0,0,3,0,1,13,1,0,0,0,0,0,51,0,0,3,0,0,0,0,20,0,0,0,0,3,30,0,0,0,0,0,1,0
"293","Dismal Swamp (6)",36.666667,-76.366667,15.2830558123688,15.7922224801448,0,3,0,0,7,0,0,0,0,7,0,0,18,0,1,0,4,0,0,4,43,18,0,0,0,4,0,0,0,1,0,0,18,2,0,7,3,0,0,0,0,0,54,0,0,10,0,0,0,2,170,0,0,0,0,4,4,0,3,0,0,0,0,0
"294","Miriam Lake",59.55,-63.88,-5.95444457328154,-5.88111122637574,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,7,0,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,0,1
"295","Two Loon Lake",59.47,-64.18,-7.96611125893477,-7.80888901973764,0,0,0,0,3,0,0,1,0,8,0,0,0,1,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,4,0,0,44,0,0,0,0,0,3,109,0,0,3,0,0,0,0,0,0,0,0
"296","Nakvak Lake",58.63,-63.75,-8.56944458018989,-8.38666679828118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"297","Lac Tasiguluk",58.37,-64.03,-7.80194457537598,-7.54027790284405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298","Site 1 (Elliot-Fisk et al. 1982)",58.27,-63.95,-7.13722236971889,-6.83194458168,0,0,0,0,45,0,0,0,0,27,0,0,0,0,0,0,0,1,0,0,0,37,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,49,0,0,7,0,0,9,0,0,0,0,0,0,22,0,0,10,0,0,0,3,0,0,0,0
"299","Site 2 (Elliot-Fisk et al. 1982)",58.67,-63.37,-6.92333345189691,-6.74305565961533,0,0,0,0,12,0,0,2,0,23,0,0,0,10,0,0,0,0,0,0,0,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,49,0,0,0,0,0,2,10,0,0,4,0,0,0,39,0,0,0,0
"300","Site 3 (Elliot-Fisk et al. 1982)",58.37,-63.55,-7.13722236971889,-6.83194458168,0,0,0,0,14,0,0,1,0,12,0,0,0,1,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,2,0,0,32,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0
"301","Site 4 (Elliot-Fisk et al. 1982)",57.5,-65.25,-6.15277785722994,-5.79888900775049,0,0,0,0,12,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"302","Helen Chutes",58.18,-65.77,-6.12583341933787,-5.8302778682568,0,0,0,0,11,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,254,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0
"303","Lac Daniel",58.33,-65.25,-6.84083346871453,-6.56222233573596,0,0,0,0,12,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"304","Site 5 (Elliot-Fisk et al. 1982)",58.43,-65.1,-6.84083346871453,-6.56222233573596,0,0,0,0,93,0,0,3,0,80,3,0,0,0,0,0,0,0,0,0,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,7,0,0,18,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0
